Image,Predicted-Lymphocyte
img_4015,1
img_4016,27
img_4017,6
img_4018,4
img_4019,0
img_4020,0
img_4021,0
img_4022,0
img_4023,1
img_4024,0
img_4025,10
img_4026,7
img_4027,4
img_4028,0
img_4029,6
img_4030,2
img_4031,1
img_4032,1
img_4033,34
img_4034,1
img_4035,1
img_4036,0
img_4037,2
img_4038,1
img_4039,2
img_4040,4
img_4041,0
img_4042,0
img_4043,4
img_4044,2
img_4045,0
img_4046,3
img_4047,1
img_4048,0
img_4049,1
img_4050,0
img_4051,2
img_4052,0
img_4053,2
img_4054,9
img_4055,5
img_4056,3
img_4057,0
img_4058,2
img_4059,4
img_4060,7
img_4061,0
img_4062,2
img_4063,10
img_4064,12
img_4065,3
img_4066,0
img_4067,4
img_4068,7
img_4069,13
img_4070,4
img_4071,5
img_4072,3
img_4073,2
img_4074,1
img_4075,0
img_4076,2
img_4077,2
img_4078,1
img_4079,1
img_4080,0
img_4081,1
img_4082,0
img_4083,1
img_4084,1
img_4085,1
img_4086,1
img_4087,0
img_4088,5
img_4089,1
img_4090,2
img_4091,15
img_4092,1
img_4093,10
img_4094,0
img_4095,1
img_4096,2
img_4097,4
img_4098,1
img_4099,1
img_4100,15
img_4102,1
img_4103,0
img_4104,1
img_4105,2
img_4106,3
img_4107,2
img_4108,2
img_4109,3
img_4110,2
img_4111,0
img_4112,0
img_4113,8
img_4114,0
img_4115,1
img_4116,5
img_4117,0
img_4118,1
img_4119,3
img_4120,1
img_4121,0
img_4122,6
img_4123,15
img_4124,7
img_4125,1
img_4126,3
img_4127,3
img_4128,3
img_4129,1
img_4130,1
img_4131,1
img_4132,0
img_4133,7
img_4134,0
img_4135,2
img_4136,12
img_4137,2
img_4138,4
img_4139,4
img_4140,0
img_4141,5
img_4142,10
img_4143,2
img_4144,0
img_4145,8
img_4146,5
img_4147,4
img_4148,16
img_4149,2
img_4150,1
img_4151,0
img_4152,14
img_4153,1
img_4154,6
img_4155,0
img_4156,3
img_4157,3
img_4158,0
img_4159,8
img_4160,0
img_4161,3
img_4162,5
img_4163,0
img_4164,1
img_4165,0
img_4166,2
img_4167,0
img_4168,0
img_4169,5
img_4170,6
img_4171,0
img_4172,0
img_4173,2
img_4174,0
img_4175,2
img_4176,4
img_4177,4
img_4178,0
img_4179,0
img_4180,3
img_4181,11
img_4182,3
img_4183,5
img_4184,3
img_4185,25
img_4186,1
img_4187,10
img_4188,13
img_4189,1
img_4190,0
img_4191,4
img_4192,0
img_4193,0
img_4194,3
img_4195,1
img_4196,1
img_4197,10
img_4198,4
img_4199,0
img_4200,2
img_4201,0
img_4202,1
img_4203,4
img_4204,2
img_4205,2
img_4206,3
img_4207,1
img_4208,3
img_4209,1
img_4210,2
img_4211,0
img_4212,0
img_4214,9
img_4215,0
img_4216,0
img_4217,1
img_4218,1
img_4219,20
img_4220,1
img_4221,1
img_4222,0
img_4223,12
img_4224,0
img_4225,1
img_4226,1
img_4227,2
img_4228,6
img_4229,3
img_4230,9
img_4231,0
img_4232,3
img_4233,2
img_4234,1
img_4235,1
img_4236,2
img_4237,5
img_4238,0
img_4239,2
img_4240,0
img_4241,2
img_4242,2
img_4243,8
img_4244,0
img_4245,1
img_4246,3
img_4247,8
img_4248,0
img_4249,4
img_4250,1
img_4251,1
img_4252,0
img_4253,4
img_4254,11
img_4255,18
img_4256,2
img_4257,5
img_4258,0
img_4259,2
img_4260,8
img_4261,1
img_4262,0
img_4263,5
img_4264,6
img_4265,1
img_4266,2
img_4267,7
img_4268,0
img_4269,1
img_4270,2
img_4271,12
img_4272,0
img_4273,0
img_4274,0
img_4275,2
img_4276,2
img_4277,0
img_4278,2
img_4279,12
img_4280,4
img_4281,0
img_4282,2
img_4283,4
img_4284,0
img_4285,1
img_4286,1
img_4287,2
img_4288,0
img_4289,5
img_4290,0
img_4291,0
img_4292,0
img_4293,2
img_4294,3
img_4295,0
img_4296,5
img_4297,6
img_4298,0
img_4299,1
img_4300,1
img_4301,5
img_4302,1
img_4303,0
img_4304,5
img_4305,4
img_4306,0
img_4307,2
img_4308,2
img_4309,5
img_4310,0
img_4311,4
img_4312,3
img_4313,5
img_4314,8
img_4315,0
img_4316,15
img_4317,8
img_4318,1
img_4319,4
img_4320,1
img_4321,0
img_4322,2
img_4323,1
img_4324,7
img_4325,2
img_4327,6
img_4328,0
img_4329,2
img_4330,0
img_4331,3
img_4332,3
img_4333,3
img_4334,2
img_4335,0
img_4336,5
img_4337,4
img_4338,1
img_4339,1
img_4340,2
img_4341,4
img_4342,1
img_4343,2
img_4344,3
img_4345,1
img_4346,5
img_4347,2
img_4348,4
img_4349,1
img_4350,12
img_4351,2
img_4352,1
img_4353,3
img_4354,1
img_4355,0
img_4356,4
img_4357,9
img_4358,4
img_4359,0
img_4360,8
img_4361,1
img_4362,7
img_4363,3
img_4364,0
img_4365,3
img_4366,0
img_4367,4
img_4368,1
img_4369,12
img_4370,0
img_4371,2
img_4372,1
img_4373,1
img_4374,0
img_4375,1
img_4376,4
img_4377,3
img_4378,0
img_4379,3
img_4380,0
img_4381,1
img_4382,1
img_4383,1
img_4384,0
img_4385,3
img_4386,5
img_4387,1
img_4388,1
img_4389,4
img_4390,2
img_4391,0
img_4392,12
img_4393,0
img_4394,2
img_4395,9
img_4396,2
img_4397,2
img_4398,0
img_4399,0
img_4400,9
img_4401,13
img_4402,2
img_4403,19
img_4404,6
img_4405,1
img_4406,14
img_4407,1
img_4408,4
img_4409,1
img_4410,1
img_4411,1
img_4412,4
img_4413,2
img_4414,1
img_4415,6
img_4416,1
img_4417,3
img_4418,3
img_4419,1
img_4420,1
img_4421,3
img_4422,5
img_4423,1
img_4424,0
img_4425,6
img_4426,1
img_4427,3
img_4428,7
img_4429,2
img_4430,0
img_4431,2
img_4432,2
img_4433,1
img_4434,1
img_4435,2
img_4436,4
img_4437,3
img_4438,4
img_4439,3
img_4440,2
img_4441,3
img_4442,6
img_4443,0
img_4444,2
img_4445,6
img_4446,3
img_4447,0
img_4448,2
img_4449,1
img_4450,1
img_4451,2
img_4452,2
img_4453,1
img_4454,4
img_4455,1
img_4456,4
img_4457,0
img_4458,0
img_4459,1
img_4460,12
img_4461,11
img_4462,4
img_4463,7
img_4464,0
img_4465,6
img_4466,0
img_4467,3
img_4468,10
img_4469,4
img_4470,18
img_4471,2
img_4472,0
img_4473,0
img_4474,10
img_4475,1
img_4476,1
img_4477,4
img_4478,2
img_4479,5
img_4480,3
img_4481,1
img_4482,4
img_4483,8
img_4484,1
img_4485,2
img_4486,3
img_4487,0
img_4488,2
img_4489,3
img_4490,1
img_4491,0
img_4492,1
img_4493,0
img_4494,0
img_4495,5
img_4496,2
img_4497,7
img_4498,1
img_4499,1
img_4500,10
img_4501,2
img_4502,6
img_4503,2
img_4504,3
img_4505,0
img_4506,2
img_4507,23
img_4508,9
img_4509,2
img_4510,2
img_4511,6
img_4512,0
img_4513,1
img_4514,0
img_4515,2
img_4516,10
img_4517,1
img_4518,2
img_4519,1
img_4520,0
img_4521,0
img_4522,1
img_4523,5
img_4524,5
img_4525,4
img_4526,5
img_4527,0
img_4528,1
img_4529,0
img_4530,0
img_4531,7
img_4532,12
img_4533,2
img_4534,1
img_4535,0
img_4536,2
img_4537,3
img_4538,7
img_4539,2
img_4540,0
img_4541,21
img_4542,0
img_4543,1
img_4544,2
img_4545,0
img_4546,2
img_4547,0
img_4548,6
img_4549,2
img_4550,1
img_4551,5
img_4552,4
img_4553,2
img_4554,4
img_4555,1
img_4556,3
img_4557,16
img_4558,2
img_4559,2
img_4560,7
img_4561,0
img_4562,1
img_4563,5
img_4564,2
img_4565,4
img_4566,3
img_4567,0
img_4568,0
img_4569,3
img_4570,0
img_4571,0
img_4572,1
img_4573,1
img_4574,2
img_4575,27
img_4576,2
img_4577,12
img_4578,2
img_4579,1
img_4580,0
img_4581,1
img_4582,2
img_4583,1
img_4584,2
img_4585,2
img_4586,4
img_4587,0
img_4588,0
img_4589,3
img_4590,18
img_4591,5
img_4592,2
img_4593,4
img_4594,1
img_4595,1
img_4596,6
img_4597,5
img_4598,5
img_4599,1
img_4600,3
img_4601,2
img_4602,4
img_4603,2
img_4604,5
img_4605,0
img_4606,4
img_4607,1
img_4608,1
img_4609,13
img_4610,6
img_4611,3
img_4612,6
img_4613,2
img_4614,10
img_4615,5
img_4616,15
img_4617,3
img_4618,3
img_4619,2
img_4620,2
img_4621,0
img_4622,1
img_4623,2
img_4624,0
img_4625,14
img_4626,3
img_4627,2
img_4628,0
img_4629,5
img_4630,5
img_4631,3
img_4632,9
img_4633,4
img_4634,1
img_4635,4
img_4636,5
img_4637,0
img_4638,3
img_4639,1
img_4640,6
img_4641,4
img_4642,1
img_4643,0
img_4644,1
img_4645,2
img_4646,0
img_4647,0
img_4648,2
img_4649,10
img_4650,6
img_4651,0
img_4652,1
img_4653,1
img_4654,2
img_4655,2
img_4656,1
img_4657,0
img_4658,1
img_4659,1
img_4660,14
img_4661,8
img_4662,4
img_4663,3
img_4664,4
img_4665,2
img_4666,2
img_4667,3
img_4668,4
img_4669,8
img_4670,1
img_4671,2
img_4672,0
img_4673,1
img_4674,8
img_4675,0
img_4676,0
img_4677,1
img_4678,3
img_4679,4
img_4680,6
img_4681,1
img_4682,2
img_4683,1
img_4684,3
img_4685,0
img_4686,7
img_4687,2
img_4688,0
img_4689,1
img_4690,2
img_4691,1
img_4692,0
img_4693,3
img_4694,0
img_4695,7
img_4696,0
img_4697,1
img_4698,1
img_4699,2
img_4700,0
img_4701,0
img_4702,1
img_4703,2
img_4704,1
img_4705,0
img_4706,6
img_4707,0
img_4708,12
img_4709,3
img_4710,1
img_4711,7
img_4712,2
img_4713,5
img_4714,3
img_4715,11
img_4716,7
img_4717,1
img_4718,1
img_4719,3
img_4720,10
img_4721,3
img_4722,3
img_4723,4
img_4724,5
img_4725,0
img_4726,0
img_4727,0
img_4728,1
img_4729,2
img_4730,1
img_4731,2
img_4732,2
img_4733,0
img_4734,0
img_4735,3
img_4736,3
img_4737,5
img_4738,3
img_4739,1
img_4740,14
img_4741,8
img_4742,1
img_4743,1
img_4744,0
img_4745,4
img_4746,0
img_4747,5
img_4748,1
img_4749,0
img_4750,0
img_4751,4
img_4752,0
img_4753,1
img_4754,23
img_4755,6
img_4756,1
img_4757,0
img_4758,10
img_4759,5
img_4760,0
img_4761,1
img_4762,3
img_4763,4
img_4764,1
img_4765,1
img_4766,4
img_4767,2
img_4768,3
img_4769,5
img_4770,0
img_4771,7
img_4772,5
img_4773,1
img_4774,9
img_4775,4
img_4776,0
img_4777,5
img_4778,2
img_4779,6
img_4780,2
img_4781,3
img_4782,1
img_4783,0
img_4784,2
img_4785,2
img_4786,5
img_4787,15
img_4788,0
img_4789,4
img_4790,0
img_4791,6
img_4792,4
img_4793,2
img_4794,0
img_4795,1
img_4796,0
img_4797,0
img_4798,4
img_4799,6
img_4800,2
img_4801,0
img_4802,40
img_4803,3
img_4804,5
img_4805,3
img_4806,9
img_4807,3
img_4808,0
img_4809,0
img_4811,1
img_4812,1
img_4813,1
img_4814,5
img_4815,1
img_4816,5
img_4817,1
img_4818,1
img_4819,5
img_4820,3
img_4821,1
img_4822,1
img_4823,0
img_4824,3
img_4825,2
img_4826,10
img_4827,0
img_4828,0
img_4829,13
img_4830,4
img_4831,0
img_4832,3
img_4833,2
img_4834,7
img_4835,3
img_4836,1
img_4837,0
img_4838,1
img_4839,4
img_4840,0
img_4841,4
img_4842,2
img_4843,11
img_4844,12
img_4845,0
img_4846,0
img_4847,1
img_4848,1
img_4849,0
img_4850,1
img_4851,14
img_4852,0
img_4853,0
img_4854,2
img_4855,1
img_4856,7
img_4857,4
img_4858,15
img_4859,9
img_4860,1
img_4861,1
img_4862,0
img_4863,3
img_4864,10
img_4865,0
img_4866,1
img_4867,0
img_4868,0
img_4869,0
img_4870,14
img_4871,9
img_4872,1
img_4873,1
img_4874,1
img_4875,10
img_4876,4
img_4877,0
img_4878,0
img_4879,21
img_4880,1
img_4881,2
img_4882,2
img_4883,0
img_4884,19
img_4885,30
img_4886,4
img_4887,4
img_4888,0
img_4889,6
img_4890,0
img_4892,0
img_4893,4
img_4894,3
img_4895,0
img_4896,14
img_4897,2
img_4898,3
img_4899,17
img_4900,2
img_4901,1
img_4902,2
img_4903,3
img_4904,2
img_4905,0
img_4906,4
img_4907,0
img_4908,0
img_4909,1
img_4910,2
img_4911,2
img_4912,1
img_4913,1
img_4914,4
img_4915,0
img_4916,0
img_4917,0
img_4918,0
img_4919,4
img_4920,4
img_4921,1
img_4922,0
img_4923,1
img_4924,0
img_4925,7
img_4926,1
img_4927,3
img_4928,1
img_4929,0
img_4930,0
img_4931,0
img_4932,9
img_4933,2
img_4934,0
img_4935,14
img_4936,1
img_4937,18
img_4938,7
img_4939,1
img_4940,1
img_4941,1
img_4942,1
img_4943,2
img_4944,2
img_4945,1
img_4946,1
img_4947,2
img_4948,5
img_4949,1
img_4950,1
img_4951,0
img_4952,13
img_4953,2
img_4954,17
img_4955,1
img_4956,2
img_4957,5
img_4958,3
img_4959,3
img_4960,1
img_4961,4
img_4962,2
img_4963,0
img_4964,0
img_4965,0
img_4966,4
img_4967,1
img_4968,0
img_4969,2
img_4970,4
img_4971,4
img_4972,3
img_4973,4
img_4974,2
img_4975,18
img_4976,1
img_4977,1
img_4978,0
img_4979,0
img_4980,8
img_4981,0
img_4982,1
img_4983,1
img_4984,5
img_4985,2
img_4986,4
img_4987,2
img_4988,2
img_4989,5
img_4990,0
img_4991,3
img_4992,3
img_4993,0
img_4994,7
img_4995,11
img_4996,11
img_4997,1
img_4998,5
img_4999,1
img_5000,2
img_5001,13
img_5002,5
img_5003,2
img_5004,3
img_5005,5
img_5006,0
img_5007,1
img_5008,4
img_5009,2
img_5010,0
img_5011,1
img_5012,1
img_5013,4
img_5014,1
img_5015,0
img_5016,4
img_5017,1
img_5018,9
img_5019,0
img_5020,5
img_5021,1
img_5022,4
img_5023,1
img_5024,0
img_5025,1
img_5026,0
img_5027,0
img_5028,11
img_5029,1
img_5030,2
img_5031,2
img_5032,5
img_5033,0
img_5034,8
img_5035,2
img_5036,1
img_5037,2
img_5038,15
img_5039,3
img_5040,1
img_5041,3
img_5042,0
img_5043,12
img_5044,2
img_5045,8
img_5046,2
img_5047,8
img_5048,12
img_5049,0
img_5050,6
img_5051,4
img_5052,0
img_5053,4
img_5054,2
img_5055,2
img_5056,0
img_5057,1
img_5058,2
img_5059,5
img_5060,3
img_5061,1
img_5062,3
img_5063,1
img_5064,11
img_5065,3
img_5066,2
img_5067,0
img_5068,1
img_5069,8
img_5070,2
img_5071,1
img_5072,1
img_5073,2
img_5074,7
img_5075,15
img_5076,4
img_5077,0
img_5078,2
img_5079,2
img_5080,0
img_5081,7
img_5082,2
img_5083,3
img_5084,24
img_5085,25
img_5086,10
img_5087,3
img_5088,1
img_5089,2
img_5090,5
img_5091,9
img_5092,2
img_5093,12
img_5094,0
img_5095,11
img_5096,6
img_5097,3
img_5098,3
img_5099,3
img_5100,4
img_5101,4
img_5102,4
img_5103,1
img_5104,4
img_5105,4
img_5106,1
img_5107,1
img_5108,6
img_5109,23
img_5110,4
img_5111,1
img_5112,0
img_5113,1
img_5114,7
img_5115,1
img_5116,0
img_5117,4
img_5118,0
img_5119,9
img_5120,12
img_5121,0
img_5122,1
img_5123,1
img_5124,1
img_5125,4
img_5126,0
img_5127,2
img_5128,1
img_5129,2
img_5130,8
img_5131,0
img_5132,0
img_5133,4
img_5134,10
img_5135,6
img_5136,0
img_5137,4
img_5138,3
img_5139,1
img_5140,13
img_5141,1
img_5142,3
img_5143,3
img_5144,2
img_5145,0
img_5146,6
img_5147,1
img_5148,11
img_5149,1
img_5150,0
img_5151,3
img_5152,0
img_5153,2
img_5154,3
img_5155,0
img_5156,13
img_5157,0
img_5158,1
img_5159,3
img_5160,0
img_5161,0
img_5162,0
img_5163,3
img_5164,1
img_5165,9
img_5166,0
img_5167,6
img_5168,0
img_5169,2
img_5170,1
img_5171,9
img_5172,1
img_5173,1
img_5174,0
img_5175,1
img_5176,8
img_5177,5
img_5178,1
img_5179,2
img_5180,5
img_5181,2
img_5182,3
img_5183,2
img_5184,2
img_5185,1
img_5186,1
img_5187,0
img_5188,0
img_5189,6
img_5190,2
img_5191,7
img_5192,0
img_5193,1
img_5194,2
img_5195,2
img_5196,1
img_5197,4
img_5198,7
img_5199,0
img_5200,0
img_5201,3
img_5202,0
img_5203,3
img_5204,4
img_5205,4
img_5207,2
img_5208,8
img_5209,1
img_5210,0
img_5211,3
img_5212,3
img_5213,3
img_5214,3
img_5215,15
img_5216,4
img_5217,1
img_5218,7
img_5219,0
img_5220,3
img_5221,1
img_5222,22
img_5223,5
img_5224,4
img_5225,39
img_5226,0
img_5227,0
img_5228,11
img_5229,4
img_5230,2
img_5231,6
img_5232,2
img_5233,4
img_5234,10
img_5235,5
img_5236,0
img_5238,5
img_5240,0
img_5241,5
img_5242,1
img_5243,10
img_5244,1
img_5245,2
img_5246,4
img_5247,14
img_5248,10
img_5249,4
img_5250,5
img_5251,1
img_5252,11
img_5253,0
img_5254,15
img_5255,0
img_5256,0
img_5257,1
img_5258,1
img_5259,0
img_5261,5
img_5262,0
img_5263,0
img_5264,1
img_5265,1
img_5266,0
img_5267,2
img_5268,5
img_5269,0
img_5270,5
img_5271,1
img_5272,1
img_5273,1
img_5274,4
img_5275,8
img_5276,1
img_5277,3
img_5278,0
img_5279,3
img_5280,1
img_5281,5
img_5282,0
img_5283,0
img_5284,7
img_5285,0
img_5286,14
img_5287,1
img_5288,7
img_5289,6
img_5290,5
img_5291,1
img_5292,1
img_5293,1
img_5294,2
img_5295,1
img_5296,1
img_5297,0
img_5298,4
img_5299,0
img_5300,5
img_5301,0
img_5302,8
img_5303,4
img_5304,2
img_5305,3
img_5306,2
img_5307,0
img_5308,0
img_5309,4
img_5310,5
img_5311,1
img_5312,0
img_5313,0
img_5314,0
img_5315,2
img_5316,18
img_5317,1
img_5318,2
img_5319,20
img_5320,2
img_5321,9
img_5322,0
img_5323,2
img_5324,15
img_5325,0
img_5326,0
img_5327,0
img_5328,11
img_5329,0
img_5330,16
img_5331,3
img_5332,0
img_5333,4
img_5334,1
img_5335,11
img_5336,1
img_5337,0
img_5338,4
img_5339,5
img_5340,0
img_5341,1
img_5342,3
img_5343,0
img_5344,1
img_5345,0
img_5346,9
img_5347,4
img_5348,1
img_5349,3
img_5350,8
img_5351,3
img_5352,2
img_5353,1
img_5354,1
img_5355,8
img_5356,4
img_5357,5
img_5358,2
img_5359,0
img_5360,1
img_5361,4
img_5362,8
img_5363,4
img_5364,4
img_5365,12
img_5366,1
img_5367,3
img_5368,1
img_5369,7
img_5370,2
img_5371,0
img_5372,18
img_5373,1
img_5374,2
img_5375,2
img_5376,1
img_5377,0
img_5378,1
img_5379,2
img_5380,1
img_5381,9
img_5382,0
img_5383,5
img_5384,8
img_5385,1
img_5386,2
img_5387,2
img_5388,9
img_5389,6
img_5390,1
img_5391,3
img_5392,1
img_5393,4
img_5394,0
img_5395,2
img_5396,4
img_5397,2
img_5398,5
img_5399,1
img_5400,1
img_5401,0
img_5402,2
img_5403,2
img_5404,13
img_5405,3
img_5406,0
img_5407,2
img_5408,0
img_5409,5
img_5410,2
img_5411,5
img_5412,1
img_5413,1
img_5414,11
img_5415,0
img_5416,0
img_5417,1
img_5418,2
img_5419,3
img_5420,7
img_5421,0
img_5422,0
img_5423,20
img_5424,14
img_5425,2
img_5426,6
img_5427,8
img_5428,0
img_5429,0
img_5430,2
img_5431,1
img_5432,0
img_5433,4
img_5434,5
img_5435,0
img_5436,1
img_5437,10
img_5438,6
img_5439,1
img_5440,4
img_5441,1
img_5442,7
img_5443,2
img_5444,0
img_5445,2
img_5446,9
img_5447,1
img_5448,1
img_5449,3
img_5450,12
img_5451,0
img_5452,1
img_5453,1
img_5455,2
img_5456,14
img_5457,0
img_5458,6
img_5459,1
img_5460,3
img_5461,0
img_5462,0
img_5463,1
img_5464,2
img_5465,0
img_5466,5
img_5467,2
img_5468,0
img_5469,9
img_5470,0
img_5471,3
img_5472,0
img_5473,1
img_5474,3
img_5475,2
img_5476,3
img_5477,3
img_5478,4
img_5479,2
img_5480,1
img_5481,0
img_5482,1
img_5483,1
img_5484,7
img_5485,0
img_5486,4
img_5487,10
img_5488,13
img_5489,1
img_5490,2
img_5491,1
img_5492,6
img_5493,0
img_5494,0
img_5495,0
img_5496,0
img_5497,8
img_5498,5
img_5499,3
img_5500,3
img_5501,1
img_5502,5
img_5503,0
img_5504,0
img_5505,2
img_5506,1
img_5507,1
img_5508,3
img_5509,3
img_5510,3
img_5511,5
img_5512,2
img_5513,6
img_5514,3
img_5515,2
img_5516,2
img_5517,4
img_5518,3
img_5519,11
img_5520,5
img_5521,32
img_5522,12
img_5523,2
img_5524,3
img_5525,3
img_5526,16
img_5527,3
img_5528,3
img_5529,4
img_5530,1
img_5531,1
img_5532,4
img_5533,6
img_5534,1
img_5535,8
img_5536,0
img_5537,5
img_5538,9
img_5539,1
img_5540,14
img_5541,6
img_5542,1
img_5543,2
img_5544,1
img_5545,0
img_5546,2
img_5547,1
img_5548,2
img_5549,0
img_5550,0
img_5551,10
img_5552,3
img_5553,0
img_5554,4
img_5555,19
img_5556,8
img_5557,1
img_5558,0
img_5559,2
img_5560,9
img_5561,2
img_5562,0
img_5563,8
img_5564,1
img_5565,0
img_5566,0
img_5567,0
img_5568,1
img_5569,3
img_5570,4
img_5571,1
img_5572,0
img_5573,2
img_5574,2
img_5575,12
img_5576,1
img_5577,3
img_5578,2
img_5579,7
img_5580,0
img_5581,11
img_5582,11
img_5583,3
img_5584,0
img_5585,4
img_5586,1
img_5587,2
img_5588,0
img_5589,1
img_5590,1
img_5591,1
img_5592,6
img_5593,3
img_5594,2
img_5595,1
img_5596,1
img_5597,10
img_5598,3
img_5599,6
img_5600,5
img_5601,11
img_5602,4
img_5603,5
img_5604,2
img_5605,1
img_5606,10
img_5607,1
img_5608,5
img_5609,5
img_5610,9
img_5611,10
img_5612,0
img_5613,0
img_5614,11
img_5615,1
img_5616,1
img_5617,14
img_5618,2
img_5619,0
img_5620,5
img_5621,4
img_5622,0
img_5623,0
img_5624,7
img_5625,0
img_5626,1
img_5627,5
img_5628,1
img_5629,0
img_5630,0
img_5631,11
img_5632,9
img_5633,0
img_5634,0
img_5635,11
img_5636,5
img_5637,1
img_5638,1
img_5639,1
img_5640,2
img_5641,0
img_5642,5
img_5643,0
img_5644,7
img_5645,0
img_5646,11
img_5647,4
img_5648,4
img_5649,0
img_5650,3
img_5651,2
img_5652,12
img_5653,2
img_5654,2
img_5655,1
img_5656,0
img_5657,3
img_5658,0
img_5659,4
img_5660,5
img_5661,6
img_5662,1
img_5663,0
img_5664,1
img_5665,2
img_5666,0
img_5667,1
img_5668,17
img_5669,3
img_5670,0
img_5671,4
img_5672,16
img_5673,5
img_5674,3
img_5675,1
img_5676,9
img_5678,9
img_5679,4
img_5680,3
img_5681,1
img_5682,0
img_5683,14
img_5684,17
img_5685,0
img_5686,11
img_5687,2
img_5688,15
img_5689,0
img_5690,29
img_5691,2
img_5692,0
img_5693,1
img_5694,3
img_5695,0
img_5696,6
img_5697,2
img_5698,5
img_5699,1
img_5700,1
img_5701,0
img_5702,1
img_5703,3
img_5704,0
img_5705,5
img_5706,2
img_5707,0
img_5708,14
img_5709,5
img_5710,1
img_5711,0
img_5712,11
img_5713,1
img_5714,7
img_5715,0
img_5716,28
img_5717,9
img_5718,0
img_5719,1
img_5720,0
img_5721,1
img_5722,5
img_5723,4
img_5724,1
img_5725,12
img_5726,7
img_5727,2
img_5728,4
img_5729,2
img_5730,4
img_5731,0
img_5732,17
img_5733,2
img_5734,10
img_5735,1
img_5736,9
img_5737,3
img_5738,6
img_5739,0
img_5740,3
img_5741,10
img_5742,1
img_5743,3
img_5744,0
img_5745,0
img_5746,0
img_5747,3
img_5748,1
img_5749,1
img_5750,1
img_5751,1
img_5752,3
img_5753,5
img_5754,2
img_5755,38
img_5756,2
img_5757,17
img_5758,1
img_5759,17
img_5760,1
img_5762,1
img_5763,6
img_5764,1
img_5765,2
img_5766,5
img_5767,1
img_5768,2
img_5769,2
img_5770,2
img_5771,3
img_5772,0
img_5773,7
img_5774,4
img_5775,6
img_5776,0
img_5777,8
img_5778,13
img_5779,0
img_5780,0
img_5781,2
img_5782,1
img_5783,0
img_5784,1
img_5785,5
img_5786,11
img_5787,4
img_5788,6
img_5789,4
img_5790,2
img_5791,4
img_5792,4
img_5793,3
img_5794,1
img_5795,2
img_5796,2
img_5797,5
img_5798,7
img_5799,1
img_5800,1
img_5801,3
img_5802,0
img_5803,5
img_5804,2
img_5805,3
img_5806,7
img_5807,2
img_5808,0
img_5810,1
img_5811,1
img_5812,4
img_5813,1
img_5814,24
img_5815,0
img_5816,0
img_5817,1
img_5818,26
img_5819,6
img_5820,0
img_5821,0
img_5822,0
img_5823,0
img_5824,0
img_5825,19
img_5826,0
img_5827,10
img_5828,0
img_5829,0
img_5830,0
img_5831,7
img_5832,3
img_5833,13
img_5834,1
img_5835,2
img_5836,1
img_5837,1
img_5838,4
img_5839,7
img_5840,5
img_5841,2
img_5842,2
img_5843,3
img_5845,4
img_5846,4
img_5847,2
img_5848,3
img_5849,3
img_5850,2
img_5851,0
img_5852,5
img_5853,0
img_5854,3
img_5855,0
img_5856,5
img_5857,0
img_5858,13
img_5859,1
img_5860,7
img_5861,4
img_5862,2
img_5863,5
img_5864,6
img_5865,3
img_5866,1
img_5867,6
img_5868,3
img_5869,1
img_5870,9
img_5871,1
img_5872,2
img_5873,3
img_5874,5
img_5875,24
img_5876,10
img_5877,6
img_5878,6
img_5879,2
img_5880,0
img_5881,0
img_5882,2
img_5883,1
img_5884,4
img_5885,2
img_5886,1
img_5887,3
img_5888,3
img_5889,0
img_5890,1
img_5891,3
img_5892,1
img_5893,1
img_5894,2
img_5895,3
img_5896,0
img_5897,25
img_5898,5
img_5899,2
img_5900,0
img_5901,1
img_5902,1
img_5903,6
img_5904,7
img_5905,6
img_5906,2
img_5907,5
img_5908,4
img_5909,8
img_5910,4
img_5911,0
img_5912,1
img_5913,2
img_5914,5
img_5915,2
img_5916,9
img_5917,3
img_5918,2
img_5919,0
img_5920,38
img_5921,3
img_5922,4
img_5923,0
img_5924,6
img_5925,6
img_5926,1
img_5927,1
img_5928,0
img_5929,2
img_5930,3
img_5931,2
img_5932,0
img_5933,0
img_5934,0
img_5935,0
img_5936,2
img_5937,8
img_5938,1
img_5939,7
img_5940,7
img_5941,2
img_5942,1
img_5943,14
img_5944,0
img_5945,3
img_5946,2
img_5947,1
img_5948,4
img_5949,1
img_5950,0
img_5951,5
img_5952,11
img_5953,0
img_5954,3
img_5955,3
img_5956,6
img_5957,7
img_5958,15
img_5959,0
img_5960,0
img_5961,9
img_5962,1
img_5963,1
img_5964,5
img_5965,3
img_5966,0
img_5967,7
img_5968,1
img_5969,2
img_5970,17
img_5971,5
img_5972,3
img_5973,5
img_5974,8
img_5975,6
img_5976,6
img_5977,1
img_5978,1
img_5979,2
img_5980,5
img_5981,0
img_5982,0
img_5983,17
img_5984,1
img_5985,0
img_5986,4
img_5987,1
img_5988,2
img_5989,4
img_5990,14
img_5991,0
img_5992,2
img_5993,8
img_5994,2
img_5995,10
img_5996,5
img_5997,32
img_5998,4
img_5999,4
img_6000,0
img_6001,16
img_6002,3
img_6003,1
img_6004,7
img_6005,2
img_6006,0
img_6007,2
img_6008,0
img_6009,2
img_6010,1
img_6011,11
img_6012,8
img_6013,8
img_6014,0
img_6015,0
img_6016,25
img_6017,4
img_6018,5
img_6019,0
img_6020,14
img_6021,3
img_6022,3
img_6023,5
img_6024,0
img_6025,2
