Image,Predicted-Lymphocyte_x,Predicted-Lymphocyte_y
img_3500,0,2.0
img_3501,0,2.0
img_3502,0,3.0
img_3503,0,2.0
img_3504,0,2.0
img_3505,0,1.0
img_3506,0,16.0
img_3507,0,0.0
img_3508,0,5.0
img_3509,0,0.0
img_3510,0,1.0
img_3511,0,0.0
img_3512,0,0.0
img_3513,0,5.0
img_3514,0,1.0
img_3515,0,0.0
img_3516,0,0.0
img_3517,0,5.0
img_3518,0,2.0
img_3519,0,10.0
img_3520,0,9.0
img_3521,0,0.0
img_3522,0,1.0
img_3523,0,0.0
img_3524,0,0.0
img_3525,0,2.0
img_3526,0,1.0
img_3527,0,6.0
img_3528,0,0.0
img_3529,0,11.0
img_3530,0,0.0
img_3531,0,0.0
img_3532,0,4.0
img_3533,0,2.0
img_3534,0,2.0
img_3535,0,12.0
img_3536,0,1.0
img_3537,0,7.0
img_3538,0,3.0
img_3539,0,17.0
img_3540,0,1.0
img_3541,0,0.0
img_3542,0,3.0
img_3543,0,6.0
img_3544,0,3.0
img_3545,0,5.0
img_3546,0,1.0
img_3547,0,3.0
img_3548,0,1.0
img_3549,0,1.0
img_3550,0,6.0
img_3551,0,0.0
img_3552,0,3.0
img_3553,0,17.0
img_3554,0,3.0
img_3555,0,2.0
img_3556,0,9.0
img_3557,0,0.0
img_3558,0,1.0
img_3559,0,9.0
img_3560,0,4.0
img_3561,0,7.0
img_3562,0,1.0
img_3563,0,4.0
img_3564,0,1.0
img_3565,0,0.0
img_3566,0,4.0
img_3567,0,3.0
img_3568,0,3.0
img_3569,0,1.0
img_3570,0,1.0
img_3571,0,0.0
img_3572,0,1.0
img_3573,0,1.0
img_3574,0,2.0
img_3575,0,8.0
img_3576,0,2.0
img_3577,0,1.0
img_3578,0,4.0
img_3579,0,0.0
img_3580,0,0.0
img_3581,0,1.0
img_3582,0,7.0
img_3583,0,5.0
img_3584,0,1.0
img_3585,0,3.0
img_3586,0,3.0
img_3587,0,0.0
img_3588,0,8.0
img_3589,0,0.0
img_3590,0,8.0
img_3591,0,3.0
img_3592,0,1.0
img_3593,0,1.0
img_3594,0,2.0
img_3595,0,3.0
img_3596,0,0.0
img_3597,0,2.0
img_3598,0,0.0
img_3599,0,0.0
img_3600,0,0.0
img_3601,0,3.0
img_3602,0,3.0
img_3603,0,0.0
img_3604,0,3.0
img_3605,0,5.0
img_3606,0,16.0
img_3607,0,7.0
img_3608,0,4.0
img_3609,0,11.0
img_3610,0,1.0
img_3611,0,0.0
img_3612,0,2.0
img_3613,0,0.0
img_3614,0,9.0
img_3615,0,2.0
img_3616,0,0.0
img_3617,0,3.0
img_3618,0,6.0
img_3619,0,2.0
img_3620,0,0.0
img_3621,0,13.0
img_3622,0,3.0
img_3623,0,20.0
img_3624,0,2.0
img_3625,0,2.0
img_3626,0,9.0
img_3627,0,0.0
img_3628,0,5.0
img_3629,0,0.0
img_3630,0,0.0
img_3631,0,0.0
img_3632,0,3.0
img_3633,0,1.0
img_3634,0,1.0
img_3635,0,2.0
img_3636,0,0.0
img_3637,0,0.0
img_3638,0,1.0
img_3639,0,5.0
img_3640,0,1.0
img_3641,0,0.0
img_3642,0,1.0
img_3643,0,5.0
img_3644,0,0.0
img_3645,0,2.0
img_3646,0,4.0
img_3647,0,8.0
img_3648,0,2.0
img_3649,0,0.0
img_3650,0,0.0
img_3651,0,5.0
img_3652,0,6.0
img_3653,0,2.0
img_3654,0,0.0
img_3655,0,6.0
img_3656,0,1.0
img_3657,0,0.0
img_3658,0,8.0
img_3659,0,1.0
img_3660,0,2.0
img_3661,0,2.0
img_3662,0,2.0
img_3663,0,0.0
img_3664,0,2.0
img_3665,0,3.0
img_3666,0,0.0
img_3667,0,2.0
img_3668,0,0.0
img_3669,0,6.0
img_3670,0,9.0
img_3671,0,1.0
img_3672,0,0.0
img_3673,0,2.0
img_3674,0,4.0
img_3675,0,0.0
img_3676,0,2.0
img_3677,0,18.0
img_3678,0,4.0
img_3679,0,0.0
img_3680,0,0.0
img_3681,0,0.0
img_3682,0,3.0
img_3683,0,5.0
img_3684,0,2.0
img_3685,0,16.0
img_3686,0,7.0
img_3687,0,1.0
img_3688,0,11.0
img_3689,0,0.0
img_3690,0,6.0
img_3691,0,3.0
img_3692,0,0.0
img_3693,0,1.0
img_3694,0,2.0
img_3695,0,7.0
img_3696,0,9.0
img_3697,0,4.0
img_3698,0,0.0
img_3699,0,11.0
img_3700,0,4.0
img_3701,0,4.0
img_3702,0,7.0
img_3703,0,3.0
img_3704,0,4.0
img_3705,0,0.0
img_3706,0,3.0
img_3707,0,0.0
img_3708,0,0.0
img_3709,0,1.0
img_3710,0,1.0
img_3711,0,0.0
img_3712,0,0.0
img_3713,0,16.0
img_3714,0,1.0
img_3715,0,0.0
img_3716,0,7.0
img_3717,0,4.0
img_3718,0,0.0
img_3719,0,0.0
img_3720,0,0.0
img_3721,0,2.0
img_3722,0,0.0
img_3723,0,1.0
img_3724,0,1.0
img_3725,0,10.0
img_3726,0,8.0
img_3727,0,0.0
img_3728,0,0.0
img_3729,0,1.0
img_3730,0,34.0
img_3731,0,2.0
img_3732,0,9.0
img_3733,0,2.0
img_3734,0,0.0
img_3735,0,1.0
img_3736,0,8.0
img_3737,0,7.0
img_3738,0,4.0
img_3739,0,0.0
img_3740,0,1.0
img_3741,0,7.0
img_3742,0,5.0
img_3743,0,7.0
img_3744,0,1.0
img_3745,0,4.0
img_3746,0,1.0
img_3747,0,6.0
img_3748,0,1.0
img_3749,0,0.0
img_3750,0,3.0
img_3751,0,1.0
img_3752,0,20.0
img_3753,0,5.0
img_3754,0,7.0
img_3755,0,0.0
img_3756,0,2.0
img_3757,0,0.0
img_3758,0,3.0
img_3759,0,4.0
img_3760,0,2.0
img_3761,0,15.0
img_3762,0,1.0
img_3763,0,13.0
img_3764,0,0.0
img_3765,0,1.0
img_3766,0,0.0
img_3767,0,7.0
img_3768,0,6.0
img_3769,0,2.0
img_3770,0,8.0
img_3771,0,5.0
img_3772,0,9.0
img_3773,0,3.0
img_3774,0,0.0
img_3775,0,4.0
img_3776,0,2.0
img_3777,0,6.0
img_3778,0,1.0
img_3779,0,0.0
img_3780,0,0.0
img_3781,0,0.0
img_3782,0,2.0
img_3783,0,1.0
img_3784,0,3.0
img_3785,0,2.0
img_3786,0,0.0
img_3787,0,0.0
img_3788,0,9.0
img_3789,0,16.0
img_3790,0,5.0
img_3791,0,4.0
img_3792,0,1.0
img_3793,0,3.0
img_3794,0,10.0
img_3795,0,1.0
img_3796,0,1.0
img_3797,0,0.0
img_3798,0,14.0
img_3799,0,1.0
img_3800,0,4.0
img_3801,0,0.0
img_3802,0,3.0
img_3803,0,1.0
img_3804,0,2.0
img_3805,0,7.0
img_3806,0,0.0
img_3807,0,0.0
img_3808,0,5.0
img_3809,0,0.0
img_3810,0,0.0
img_3811,0,3.0
img_3812,0,2.0
img_3813,0,1.0
img_3814,0,4.0
img_3815,0,3.0
img_3816,0,1.0
img_3817,0,4.0
img_3818,0,0.0
img_3819,0,3.0
img_3820,0,2.0
img_3821,0,2.0
img_3822,0,2.0
img_3823,0,2.0
img_3824,0,0.0
img_3825,0,0.0
img_3826,0,3.0
img_3827,0,0.0
img_3828,0,5.0
img_3829,0,6.0
img_3830,0,9.0
img_3831,0,1.0
img_3832,0,0.0
img_3833,0,0.0
img_3834,0,1.0
img_3835,0,1.0
img_3836,0,17.0
img_3837,0,1.0
img_3838,0,0.0
img_3839,0,0.0
img_3840,0,6.0
img_3841,0,17.0
img_3842,0,1.0
img_3843,0,2.0
img_3844,0,9.0
img_3845,0,1.0
img_3846,0,11.0
img_3847,0,1.0
img_3848,0,3.0
img_3849,0,13.0
img_3850,0,3.0
img_3851,0,1.0
img_3852,0,0.0
img_3853,0,2.0
img_3854,0,0.0
img_3855,0,0.0
img_3856,0,11.0
img_3857,0,0.0
img_3858,0,2.0
img_3859,0,4.0
img_3860,0,2.0
img_3861,0,5.0
img_3862,0,5.0
img_3863,0,9.0
img_3864,0,1.0
img_3865,0,4.0
img_3866,0,1.0
img_3867,0,2.0
img_3868,0,9.0
img_3869,0,13.0
img_3870,0,0.0
img_3871,0,0.0
img_3872,0,2.0
img_3873,0,0.0
img_3874,0,1.0
img_3875,0,0.0
img_3876,0,8.0
img_3877,0,1.0
img_3878,0,3.0
img_3879,0,1.0
img_3880,0,2.0
img_3881,0,2.0
img_3882,0,0.0
img_3883,0,1.0
img_3884,0,0.0
img_3885,0,1.0
img_3886,0,2.0
img_3887,0,0.0
img_3888,0,2.0
img_3889,0,5.0
img_3890,0,0.0
img_3891,0,0.0
img_3892,0,5.0
img_3893,0,1.0
img_3894,0,2.0
img_3895,0,9.0
img_3896,0,1.0
img_3897,0,1.0
img_3898,0,7.0
img_3899,0,7.0
img_3900,0,1.0
img_3901,0,1.0
img_3902,0,2.0
img_3903,0,12.0
img_3904,0,1.0
img_3905,0,2.0
img_3906,0,0.0
img_3907,0,2.0
img_3908,0,2.0
img_3909,0,0.0
img_3910,0,3.0
img_3911,0,3.0
img_3912,0,4.0
img_3913,0,2.0
img_3914,0,3.0
img_3915,0,2.0
img_3916,0,2.0
img_3917,0,0.0
img_3918,0,0.0
img_3919,0,1.0
img_3920,0,5.0
img_3921,0,1.0
img_3922,0,4.0
img_3923,0,0.0
img_3924,0,0.0
img_3925,0,0.0
img_3926,0,12.0
img_3927,0,1.0
img_3928,0,5.0
img_3929,0,3.0
img_3930,0,0.0
img_3931,0,1.0
img_3932,0,0.0
img_3933,0,4.0
img_3934,0,0.0
img_3935,0,0.0
img_3936,0,5.0
img_3937,0,0.0
img_3938,0,0.0
img_3939,0,5.0
img_3940,0,2.0
img_3941,0,1.0
img_3942,0,5.0
img_3943,0,0.0
img_3944,0,14.0
img_3945,0,1.0
img_3946,0,1.0
img_3947,0,1.0
img_3948,0,1.0
img_3949,0,1.0
img_3950,0,0.0
img_3951,0,3.0
img_3952,0,3.0
img_3953,0,6.0
img_3954,0,6.0
img_3955,0,3.0
img_3956,0,1.0
img_3957,0,0.0
img_3958,0,2.0
img_3959,0,0.0
img_3960,0,3.0
img_3961,0,3.0
img_3962,0,0.0
img_3963,0,7.0
img_3964,0,8.0
img_3965,0,5.0
img_3966,0,0.0
img_3967,0,0.0
img_3968,0,1.0
img_3969,0,9.0
img_3970,0,3.0
img_3971,0,0.0
img_3972,0,3.0
img_3973,0,1.0
img_3974,0,7.0
img_3975,0,0.0
img_3976,0,1.0
img_3977,0,2.0
img_3978,0,3.0
img_3979,0,1.0
img_3980,0,5.0
img_3981,0,7.0
img_3982,0,2.0
img_3983,0,0.0
img_3984,0,1.0
img_3985,0,0.0
img_3986,0,2.0
img_3987,0,5.0
img_3988,0,0.0
img_3989,0,9.0
img_3990,0,2.0
img_3991,0,0.0
img_3992,0,0.0
img_3993,0,3.0
img_3994,0,6.0
img_3995,0,4.0
img_3996,0,0.0
img_3997,0,0.0
img_3998,0,0.0
img_3999,0,1.0
img_4000,0,1.0
img_4001,0,14.0
img_4002,0,1.0
img_4003,0,1.0
img_4004,0,9.0
img_4005,0,2.0
img_4006,0,0.0
img_4007,0,19.0
img_4008,0,9.0
img_4009,0,0.0
img_4010,0,1.0
img_4011,0,0.0
img_4012,0,0.0
img_4013,0,4.0
img_4014,0,6.0
img_4015,0,1.0
img_4016,0,27.0
img_4017,0,6.0
img_4018,0,4.0
img_4019,0,0.0
img_4020,0,0.0
img_4021,0,0.0
img_4022,0,0.0
img_4023,0,1.0
img_4024,0,0.0
img_4025,0,10.0
img_4026,0,7.0
img_4027,0,4.0
img_4028,0,0.0
img_4029,0,6.0
img_4030,0,2.0
img_4031,0,1.0
img_4032,0,1.0
img_4033,0,34.0
img_4034,0,1.0
img_4035,0,1.0
img_4036,0,0.0
img_4037,0,2.0
img_4038,0,1.0
img_4039,0,2.0
img_4040,0,4.0
img_4041,0,0.0
img_4042,0,0.0
img_4043,0,4.0
img_4044,0,2.0
img_4045,0,0.0
img_4046,0,3.0
img_4047,0,1.0
img_4048,0,0.0
img_4049,0,1.0
img_4050,0,0.0
img_4051,0,2.0
img_4052,0,0.0
img_4053,0,2.0
img_4054,0,9.0
img_4055,0,5.0
img_4056,0,3.0
img_4057,0,0.0
img_4058,0,2.0
img_4059,0,4.0
img_4060,0,7.0
img_4061,0,0.0
img_4062,0,2.0
img_4063,0,10.0
img_4064,0,12.0
img_4065,0,3.0
img_4066,0,0.0
img_4067,0,4.0
img_4068,0,7.0
img_4069,0,13.0
img_4070,0,4.0
img_4071,0,5.0
img_4072,0,3.0
img_4073,0,2.0
img_4074,0,1.0
img_4075,0,0.0
img_4076,0,2.0
img_4077,0,2.0
img_4078,0,1.0
img_4079,0,1.0
img_4080,0,0.0
img_4081,0,1.0
img_4082,0,0.0
img_4083,0,1.0
img_4084,0,1.0
img_4085,0,1.0
img_4086,0,1.0
img_4087,0,0.0
img_4088,0,5.0
img_4089,0,1.0
img_4090,0,2.0
img_4091,0,15.0
img_4092,0,1.0
img_4093,0,10.0
img_4094,0,0.0
img_4095,0,1.0
img_4096,0,2.0
img_4097,0,4.0
img_4098,0,1.0
img_4099,0,1.0
img_4100,0,15.0
img_4101,0,0.0
img_4102,0,1.0
img_4103,0,0.0
img_4104,0,1.0
img_4105,0,2.0
img_4106,0,3.0
img_4107,0,2.0
img_4108,0,2.0
img_4109,0,3.0
img_4110,0,2.0
img_4111,0,0.0
img_4112,0,0.0
img_4113,0,8.0
img_4114,0,0.0
img_4115,0,1.0
img_4116,0,5.0
img_4117,0,0.0
img_4118,0,1.0
img_4119,0,3.0
img_4120,0,1.0
img_4121,0,0.0
img_4122,0,6.0
img_4123,0,15.0
img_4124,0,7.0
img_4125,0,1.0
img_4126,0,3.0
img_4127,0,3.0
img_4128,0,3.0
img_4129,0,1.0
img_4130,0,1.0
img_4131,0,1.0
img_4132,0,0.0
img_4133,0,7.0
img_4134,0,0.0
img_4135,0,2.0
img_4136,0,12.0
img_4137,0,2.0
img_4138,0,4.0
img_4139,0,4.0
img_4140,0,0.0
img_4141,0,5.0
img_4142,0,10.0
img_4143,0,2.0
img_4144,0,0.0
img_4145,0,8.0
img_4146,0,5.0
img_4147,0,4.0
img_4148,0,16.0
img_4149,0,2.0
img_4150,0,1.0
img_4151,0,0.0
img_4152,0,14.0
img_4153,0,1.0
img_4154,0,6.0
img_4155,0,0.0
img_4156,0,3.0
img_4157,0,3.0
img_4158,0,0.0
img_4159,0,8.0
img_4160,0,0.0
img_4161,0,3.0
img_4162,0,5.0
img_4163,0,0.0
img_4164,0,1.0
img_4165,0,0.0
img_4166,0,2.0
img_4167,0,0.0
img_4168,0,0.0
img_4169,0,5.0
img_4170,0,6.0
img_4171,0,0.0
img_4172,0,0.0
img_4173,0,2.0
img_4174,0,0.0
img_4175,0,2.0
img_4176,0,4.0
img_4177,0,4.0
img_4178,0,0.0
img_4179,0,0.0
img_4180,0,3.0
img_4181,0,11.0
img_4182,0,3.0
img_4183,0,5.0
img_4184,0,3.0
img_4185,0,25.0
img_4186,0,1.0
img_4187,0,10.0
img_4188,0,13.0
img_4189,0,1.0
img_4190,0,0.0
img_4191,0,4.0
img_4192,0,0.0
img_4193,0,0.0
img_4194,0,3.0
img_4195,0,1.0
img_4196,0,1.0
img_4197,0,10.0
img_4198,0,4.0
img_4199,0,0.0
img_4200,0,2.0
img_4201,0,0.0
img_4202,0,1.0
img_4203,0,4.0
img_4204,0,2.0
img_4205,0,2.0
img_4206,0,3.0
img_4207,0,1.0
img_4208,0,3.0
img_4209,0,1.0
img_4210,0,2.0
img_4211,0,0.0
img_4212,0,0.0
img_4213,0,0.0
img_4214,0,9.0
img_4215,0,0.0
img_4216,0,0.0
img_4217,0,1.0
img_4218,0,1.0
img_4219,0,20.0
img_4220,0,1.0
img_4221,0,1.0
img_4222,0,0.0
img_4223,0,12.0
img_4224,0,0.0
img_4225,0,1.0
img_4226,0,1.0
img_4227,0,2.0
img_4228,0,6.0
img_4229,0,3.0
img_4230,0,9.0
img_4231,0,0.0
img_4232,0,3.0
img_4233,0,2.0
img_4234,0,1.0
img_4235,0,1.0
img_4236,0,2.0
img_4237,0,5.0
img_4238,0,0.0
img_4239,0,2.0
img_4240,0,0.0
img_4241,0,2.0
img_4242,0,2.0
img_4243,0,8.0
img_4244,0,0.0
img_4245,0,1.0
img_4246,0,3.0
img_4247,0,8.0
img_4248,0,0.0
img_4249,0,4.0
img_4250,0,1.0
img_4251,0,1.0
img_4252,0,0.0
img_4253,0,4.0
img_4254,0,11.0
img_4255,0,18.0
img_4256,0,2.0
img_4257,0,5.0
img_4258,0,0.0
img_4259,0,2.0
img_4260,0,8.0
img_4261,0,1.0
img_4262,0,0.0
img_4263,0,5.0
img_4264,0,6.0
img_4265,0,1.0
img_4266,0,2.0
img_4267,0,7.0
img_4268,0,0.0
img_4269,0,1.0
img_4270,0,2.0
img_4271,0,12.0
img_4272,0,0.0
img_4273,0,0.0
img_4274,0,0.0
img_4275,0,2.0
img_4276,0,2.0
img_4277,0,0.0
img_4278,0,2.0
img_4279,0,12.0
img_4280,0,4.0
img_4281,0,0.0
img_4282,0,2.0
img_4283,0,4.0
img_4284,0,0.0
img_4285,0,1.0
img_4286,0,1.0
img_4287,0,2.0
img_4288,0,0.0
img_4289,0,5.0
img_4290,0,0.0
img_4291,0,0.0
img_4292,0,0.0
img_4293,0,2.0
img_4294,0,3.0
img_4295,0,0.0
img_4296,0,5.0
img_4297,0,6.0
img_4298,0,0.0
img_4299,0,1.0
img_4300,0,1.0
img_4301,0,5.0
img_4302,0,1.0
img_4303,0,0.0
img_4304,0,5.0
img_4305,0,4.0
img_4306,0,0.0
img_4307,0,2.0
img_4308,0,2.0
img_4309,0,5.0
img_4310,0,0.0
img_4311,0,4.0
img_4312,0,3.0
img_4313,0,5.0
img_4314,0,8.0
img_4315,0,0.0
img_4316,0,15.0
img_4317,0,8.0
img_4318,0,1.0
img_4319,0,4.0
img_4320,0,1.0
img_4321,0,0.0
img_4322,0,2.0
img_4323,0,1.0
img_4324,0,7.0
img_4325,0,2.0
img_4326,0,0.0
img_4327,0,6.0
img_4328,0,0.0
img_4329,0,2.0
img_4330,0,0.0
img_4331,0,3.0
img_4332,0,3.0
img_4333,0,3.0
img_4334,0,2.0
img_4335,0,0.0
img_4336,0,5.0
img_4337,0,4.0
img_4338,0,1.0
img_4339,0,1.0
img_4340,0,2.0
img_4341,0,4.0
img_4342,0,1.0
img_4343,0,2.0
img_4344,0,3.0
img_4345,0,1.0
img_4346,0,5.0
img_4347,0,2.0
img_4348,0,4.0
img_4349,0,1.0
img_4350,0,12.0
img_4351,0,2.0
img_4352,0,1.0
img_4353,0,3.0
img_4354,0,1.0
img_4355,0,0.0
img_4356,0,4.0
img_4357,0,9.0
img_4358,0,4.0
img_4359,0,0.0
img_4360,0,8.0
img_4361,0,1.0
img_4362,0,7.0
img_4363,0,3.0
img_4364,0,0.0
img_4365,0,3.0
img_4366,0,0.0
img_4367,0,4.0
img_4368,0,1.0
img_4369,0,12.0
img_4370,0,0.0
img_4371,0,2.0
img_4372,0,1.0
img_4373,0,1.0
img_4374,0,0.0
img_4375,0,1.0
img_4376,0,4.0
img_4377,0,3.0
img_4378,0,0.0
img_4379,0,3.0
img_4380,0,0.0
img_4381,0,1.0
img_4382,0,1.0
img_4383,0,1.0
img_4384,0,0.0
img_4385,0,3.0
img_4386,0,5.0
img_4387,0,1.0
img_4388,0,1.0
img_4389,0,4.0
img_4390,0,2.0
img_4391,0,0.0
img_4392,0,12.0
img_4393,0,0.0
img_4394,0,2.0
img_4395,0,9.0
img_4396,0,2.0
img_4397,0,2.0
img_4398,0,0.0
img_4399,0,0.0
img_4400,0,9.0
img_4401,0,13.0
img_4402,0,2.0
img_4403,0,19.0
img_4404,0,6.0
img_4405,0,1.0
img_4406,0,14.0
img_4407,0,1.0
img_4408,0,4.0
img_4409,0,1.0
img_4410,0,1.0
img_4411,0,1.0
img_4412,0,4.0
img_4413,0,2.0
img_4414,0,1.0
img_4415,0,6.0
img_4416,0,1.0
img_4417,0,3.0
img_4418,0,3.0
img_4419,0,1.0
img_4420,0,1.0
img_4421,0,3.0
img_4422,0,5.0
img_4423,0,1.0
img_4424,0,0.0
img_4425,0,6.0
img_4426,0,1.0
img_4427,0,3.0
img_4428,0,7.0
img_4429,0,2.0
img_4430,0,0.0
img_4431,0,2.0
img_4432,0,2.0
img_4433,0,1.0
img_4434,0,1.0
img_4435,0,2.0
img_4436,0,4.0
img_4437,0,3.0
img_4438,0,4.0
img_4439,0,3.0
img_4440,0,2.0
img_4441,0,3.0
img_4442,0,6.0
img_4443,0,0.0
img_4444,0,2.0
img_4445,0,6.0
img_4446,0,3.0
img_4447,0,0.0
img_4448,0,2.0
img_4449,0,1.0
img_4450,0,1.0
img_4451,0,2.0
img_4452,0,2.0
img_4453,0,1.0
img_4454,0,4.0
img_4455,0,1.0
img_4456,0,4.0
img_4457,0,0.0
img_4458,0,0.0
img_4459,0,1.0
img_4460,0,12.0
img_4461,0,11.0
img_4462,0,4.0
img_4463,0,7.0
img_4464,0,0.0
img_4465,0,6.0
img_4466,0,0.0
img_4467,0,3.0
img_4468,0,10.0
img_4469,0,4.0
img_4470,0,18.0
img_4471,0,2.0
img_4472,0,0.0
img_4473,0,0.0
img_4474,0,10.0
img_4475,0,1.0
img_4476,0,1.0
img_4477,0,4.0
img_4478,0,2.0
img_4479,0,5.0
img_4480,0,3.0
img_4481,0,1.0
img_4482,0,4.0
img_4483,0,8.0
img_4484,0,1.0
img_4485,0,2.0
img_4486,0,3.0
img_4487,0,0.0
img_4488,0,2.0
img_4489,0,3.0
img_4490,0,1.0
img_4491,0,0.0
img_4492,0,1.0
img_4493,0,0.0
img_4494,0,0.0
img_4495,0,5.0
img_4496,0,2.0
img_4497,0,7.0
img_4498,0,1.0
img_4499,0,1.0
img_4500,0,10.0
img_4501,0,2.0
img_4502,0,6.0
img_4503,0,2.0
img_4504,0,3.0
img_4505,0,0.0
img_4506,0,2.0
img_4507,0,23.0
img_4508,0,9.0
img_4509,0,2.0
img_4510,0,2.0
img_4511,0,6.0
img_4512,0,0.0
img_4513,0,1.0
img_4514,0,0.0
img_4515,0,2.0
img_4516,0,10.0
img_4517,0,1.0
img_4518,0,2.0
img_4519,0,1.0
img_4520,0,0.0
img_4521,0,0.0
img_4522,0,1.0
img_4523,0,5.0
img_4524,0,5.0
img_4525,0,4.0
img_4526,0,5.0
img_4527,0,0.0
img_4528,0,1.0
img_4529,0,0.0
img_4530,0,0.0
img_4531,0,7.0
img_4532,0,12.0
img_4533,0,2.0
img_4534,0,1.0
img_4535,0,0.0
img_4536,0,2.0
img_4537,0,3.0
img_4538,0,7.0
img_4539,0,2.0
img_4540,0,0.0
img_4541,0,21.0
img_4542,0,0.0
img_4543,0,1.0
img_4544,0,2.0
img_4545,0,0.0
img_4546,0,2.0
img_4547,0,0.0
img_4548,0,6.0
img_4549,0,2.0
img_4550,0,1.0
img_4551,0,5.0
img_4552,0,4.0
img_4553,0,2.0
img_4554,0,4.0
img_4555,0,1.0
img_4556,0,3.0
img_4557,0,16.0
img_4558,0,2.0
img_4559,0,2.0
img_4560,0,7.0
img_4561,0,0.0
img_4562,0,1.0
img_4563,0,5.0
img_4564,0,2.0
img_4565,0,4.0
img_4566,0,3.0
img_4567,0,0.0
img_4568,0,0.0
img_4569,0,3.0
img_4570,0,0.0
img_4571,0,0.0
img_4572,0,1.0
img_4573,0,1.0
img_4574,0,2.0
img_4575,0,27.0
img_4576,0,2.0
img_4577,0,12.0
img_4578,0,2.0
img_4579,0,1.0
img_4580,0,0.0
img_4581,0,1.0
img_4582,0,2.0
img_4583,0,1.0
img_4584,0,2.0
img_4585,0,2.0
img_4586,0,4.0
img_4587,0,0.0
img_4588,0,0.0
img_4589,0,3.0
img_4590,0,18.0
img_4591,0,5.0
img_4592,0,2.0
img_4593,0,4.0
img_4594,0,1.0
img_4595,0,1.0
img_4596,0,6.0
img_4597,0,5.0
img_4598,0,5.0
img_4599,0,1.0
img_4600,0,3.0
img_4601,0,2.0
img_4602,0,4.0
img_4603,0,2.0
img_4604,0,5.0
img_4605,0,0.0
img_4606,0,4.0
img_4607,0,1.0
img_4608,0,1.0
img_4609,0,13.0
img_4610,0,6.0
img_4611,0,3.0
img_4612,0,6.0
img_4613,0,2.0
img_4614,0,10.0
img_4615,0,5.0
img_4616,0,15.0
img_4617,0,3.0
img_4618,0,3.0
img_4619,0,2.0
img_4620,0,2.0
img_4621,0,0.0
img_4622,0,1.0
img_4623,0,2.0
img_4624,0,0.0
img_4625,0,14.0
img_4626,0,3.0
img_4627,0,2.0
img_4628,0,0.0
img_4629,0,5.0
img_4630,0,5.0
img_4631,0,3.0
img_4632,0,9.0
img_4633,0,4.0
img_4634,0,1.0
img_4635,0,4.0
img_4636,0,5.0
img_4637,0,0.0
img_4638,0,3.0
img_4639,0,1.0
img_4640,0,6.0
img_4641,0,4.0
img_4642,0,1.0
img_4643,0,0.0
img_4644,0,1.0
img_4645,0,2.0
img_4646,0,0.0
img_4647,0,0.0
img_4648,0,2.0
img_4649,0,10.0
img_4650,0,6.0
img_4651,0,0.0
img_4652,0,1.0
img_4653,0,1.0
img_4654,0,2.0
img_4655,0,2.0
img_4656,0,1.0
img_4657,0,0.0
img_4658,0,1.0
img_4659,0,1.0
img_4660,0,14.0
img_4661,0,8.0
img_4662,0,4.0
img_4663,0,3.0
img_4664,0,4.0
img_4665,0,2.0
img_4666,0,2.0
img_4667,0,3.0
img_4668,0,4.0
img_4669,0,8.0
img_4670,0,1.0
img_4671,0,2.0
img_4672,0,0.0
img_4673,0,1.0
img_4674,0,8.0
img_4675,0,0.0
img_4676,0,0.0
img_4677,0,1.0
img_4678,0,3.0
img_4679,0,4.0
img_4680,0,6.0
img_4681,0,1.0
img_4682,0,2.0
img_4683,0,1.0
img_4684,0,3.0
img_4685,0,0.0
img_4686,0,7.0
img_4687,0,2.0
img_4688,0,0.0
img_4689,0,1.0
img_4690,0,2.0
img_4691,0,1.0
img_4692,0,0.0
img_4693,0,3.0
img_4694,0,0.0
img_4695,0,7.0
img_4696,0,0.0
img_4697,0,1.0
img_4698,0,1.0
img_4699,0,2.0
img_4700,0,0.0
img_4701,0,0.0
img_4702,0,1.0
img_4703,0,2.0
img_4704,0,1.0
img_4705,0,0.0
img_4706,0,6.0
img_4707,0,0.0
img_4708,0,12.0
img_4709,0,3.0
img_4710,0,1.0
img_4711,0,7.0
img_4712,0,2.0
img_4713,0,5.0
img_4714,0,3.0
img_4715,0,11.0
img_4716,0,7.0
img_4717,0,1.0
img_4718,0,1.0
img_4719,0,3.0
img_4720,0,10.0
img_4721,0,3.0
img_4722,0,3.0
img_4723,0,4.0
img_4724,0,5.0
img_4725,0,0.0
img_4726,0,0.0
img_4727,0,0.0
img_4728,0,1.0
img_4729,0,2.0
img_4730,0,1.0
img_4731,0,2.0
img_4732,0,2.0
img_4733,0,0.0
img_4734,0,0.0
img_4735,0,3.0
img_4736,0,3.0
img_4737,0,5.0
img_4738,0,3.0
img_4739,0,1.0
img_4740,0,14.0
img_4741,0,8.0
img_4742,0,1.0
img_4743,0,1.0
img_4744,0,0.0
img_4745,0,4.0
img_4746,0,0.0
img_4747,0,5.0
img_4748,0,1.0
img_4749,0,0.0
img_4750,0,0.0
img_4751,0,4.0
img_4752,0,0.0
img_4753,0,1.0
img_4754,0,23.0
img_4755,0,6.0
img_4756,0,1.0
img_4757,0,0.0
img_4758,0,10.0
img_4759,0,5.0
img_4760,0,0.0
img_4761,0,1.0
img_4762,0,3.0
img_4763,0,4.0
img_4764,0,1.0
img_4765,0,1.0
img_4766,0,4.0
img_4767,0,2.0
img_4768,0,3.0
