Image,Ground-truth,Predicted-Lymphocyte_y
img_3965,3,2
img_3966,0,0
img_3967,1,0
img_3968,1,0
img_3969,2,6
img_3970,5,4
img_3971,1,1
img_3972,2,3
img_3973,1,1
img_3974,6,6
img_3975,0,0
img_3976,1,1
img_3977,1,2
img_3978,2,1
img_3979,1,2
img_3980,3,3
img_3981,26,7
img_3982,1,1
img_3983,0,0
img_3984,1,0
img_3985,0,0
img_3986,1,0
img_3987,6,3
img_3988,1,0
img_3989,6,7
img_3990,2,1
img_3991,0,0
img_3992,0,0
img_3993,2,2
img_3994,12,6
img_3995,1,1
img_3996,1,0
img_3997,1,0
img_3998,1,0
img_3999,1,1
img_4000,2,0
img_4001,11,25
img_4002,1,0
img_4003,1,1
img_4004,7,6
img_4005,0,2
img_4006,1,0
img_4007,12,12
img_4008,7,9
img_4009,0,0
img_4010,6,0
img_4011,1,0
img_4012,0,0
img_4013,1,4
img_4014,3,6
img_4015,1,1
img_4016,42,29
img_4017,3,8
img_4018,11,10
img_4019,0,0
img_4020,1,0
img_4021,0,0
img_4022,2,0
img_4023,0,0
img_4024,0,0
img_4025,9,7
img_4026,7,7
img_4027,2,4
img_4028,1,0
img_4029,2,5
img_4030,1,2
img_4031,2,1
img_4032,4,1
img_4033,29,27
img_4034,1,1
img_4035,1,0
img_4036,0,0
img_4037,1,2
img_4038,7,1
img_4039,1,1
img_4040,4,4
img_4041,0,0
img_4042,0,0
img_4043,1,2
img_4044,2,2
img_4045,0,0
img_4046,2,2
img_4047,1,1
img_4048,0,0
img_4049,2,0
img_4050,0,0
img_4051,2,2
img_4052,0,0
img_4053,2,0
img_4054,11,7
img_4055,5,6
img_4056,1,3
img_4057,1,1
img_4058,1,1
img_4059,2,4
img_4060,6,5
img_4061,3,2
img_4062,1,1
img_4063,6,10
img_4064,8,12
img_4065,2,1
img_4066,0,0
img_4067,6,3
img_4068,5,7
img_4069,17,9
img_4070,3,4
img_4071,2,1
img_4072,4,3
img_4073,1,2
img_4074,2,1
img_4075,0,0
img_4076,3,3
img_4077,1,1
img_4078,1,1
img_4079,0,0
img_4080,1,0
img_4081,1,1
img_4082,3,2
img_4083,2,0
img_4084,2,1
img_4085,2,1
img_4086,0,1
img_4087,2,0
img_4088,4,4
img_4089,1,0
img_4090,1,2
img_4091,8,15
img_4092,1,1
img_4093,23,10
img_4094,1,0
img_4095,3,1
img_4096,4,2
img_4097,1,0
img_4098,0,1
img_4099,1,1
img_4100,12,15
img_4101,0,0
img_4102,1,0
img_4103,0,0
img_4104,1,1
img_4105,1,2
img_4106,2,2
img_4107,1,1
img_4108,1,1
img_4109,1,0
img_4110,12,2
img_4111,0,0
img_4112,0,0
img_4113,5,4
img_4114,0,0
img_4115,0,1
img_4116,3,2
img_4117,1,0
img_4118,1,0
img_4119,3,2
img_4120,1,0
img_4121,1,0
img_4122,24,7
img_4123,15,12
img_4124,3,5
img_4125,1,1
img_4126,2,3
img_4127,4,5
img_4128,1,1
img_4129,0,0
img_4130,1,0
img_4131,1,2
img_4132,1,0
img_4133,8,8
img_4134,1,0
img_4135,1,2
img_4136,6,13
img_4137,2,2
img_4138,5,2
img_4139,6,5
img_4140,0,0
img_4141,3,5
img_4142,7,8
img_4143,0,0
img_4144,1,0
img_4145,2,6
img_4146,3,4
img_4147,1,4
img_4148,7,12
img_4149,1,2
img_4150,0,0
img_4151,0,0
img_4152,9,12
img_4153,1,1
img_4154,5,4
img_4155,0,0
img_4156,5,2
img_4157,5,3
img_4158,0,0
img_4159,3,7
img_4160,1,0
img_4161,3,3
img_4162,5,1
img_4163,0,0
img_4164,0,0
img_4165,1,0
img_4166,1,2
img_4167,0,0
img_4168,1,0
img_4169,6,4
img_4170,5,5
img_4171,0,0
img_4172,2,1
img_4173,4,2
img_4174,0,0
img_4175,2,3
img_4176,3,4
img_4177,3,4
img_4178,1,0
img_4179,1,1
img_4180,2,3
img_4181,7,11
img_4182,1,2
img_4183,10,5
img_4184,4,5
img_4185,18,24
img_4186,1,1
img_4187,2,9
img_4188,8,9
img_4189,6,1
img_4190,1,0
img_4191,4,3
img_4192,0,0
img_4193,1,0
img_4194,1,3
img_4195,0,1
img_4196,1,0
img_4197,12,7
img_4198,3,4
img_4199,1,1
img_4200,0,1
img_4201,1,0
img_4202,2,1
img_4203,3,4
img_4204,2,2
img_4205,2,3
img_4206,6,2
img_4207,1,1
img_4208,3,3
img_4209,1,1
img_4210,3,2
img_4211,0,0
img_4212,1,0
img_4213,0,0
img_4214,3,10
img_4215,1,0
img_4216,0,0
img_4217,1,1
img_4218,1,1
img_4219,14,20
img_4220,0,0
img_4221,1,1
img_4222,0,0
img_4223,6,8
img_4224,0,0
img_4225,1,0
img_4226,1,1
img_4227,2,2
img_4228,5,5
img_4229,1,2
img_4230,15,8
img_4231,0,0
img_4232,3,3
img_4233,2,2
img_4234,0,0
img_4235,1,1
img_4236,1,2
img_4237,2,3
img_4238,0,0
img_4239,1,2
img_4240,1,0
img_4241,3,2
img_4242,5,2
img_4243,6,5
img_4244,1,0
img_4245,1,1
img_4246,0,0
img_4247,5,5
img_4248,1,0
img_4249,3,5
img_4250,0,1
img_4251,3,0
img_4252,0,0
img_4253,6,6
img_4254,6,10
img_4255,8,18
img_4256,1,2
img_4257,2,3
img_4258,0,0
img_4259,3,2
img_4260,4,8
img_4261,1,0
img_4262,0,0
img_4263,4,5
img_4264,8,6
img_4265,0,0
img_4266,2,2
img_4267,8,4
img_4268,0,0
img_4269,1,1
img_4270,1,2
img_4271,15,23
img_4272,0,0
img_4273,0,0
img_4274,0,0
img_4275,1,1
img_4276,1,2
img_4277,0,0
img_4278,1,2
img_4279,9,10
img_4280,1,4
img_4281,0,0
img_4282,1,2
img_4283,2,3
img_4284,0,0
img_4285,0,0
img_4286,1,1
img_4287,1,1
img_4288,1,0
img_4289,7,5
img_4290,0,0
img_4291,0,0
img_4292,1,0
img_4293,1,1
img_4294,32,5
img_4295,0,0
img_4296,2,4
img_4297,4,5
img_4298,0,0
img_4299,0,1
img_4300,0,0
img_4301,3,5
img_4302,1,1
img_4303,0,0
img_4304,2,4
img_4305,1,3
img_4306,2,0
img_4307,1,2
img_4308,2,0
img_4309,2,5
img_4310,0,0
img_4311,4,5
img_4312,1,2
img_4313,4,6
img_4314,6,6
img_4315,0,0
img_4316,7,15
img_4317,4,6
img_4318,1,0
img_4319,3,4
img_4320,1,0
img_4321,2,0
img_4322,1,1
img_4323,1,1
img_4324,3,4
img_4325,3,2
img_4326,0,0
img_4327,8,6
img_4328,1,1
img_4329,1,1
img_4330,0,0
img_4331,1,2
img_4332,6,3
img_4333,2,2
img_4334,1,2
img_4335,2,0
img_4336,4,5
img_4337,4,2
img_4338,1,0
img_4339,1,1
img_4340,1,0
img_4341,5,2
img_4342,2,1
img_4343,1,2
img_4344,0,1
img_4345,1,1
img_4346,3,3
img_4347,1,2
img_4348,1,3
img_4349,1,1
img_4350,10,12
img_4351,2,4
img_4352,1,1
img_4353,5,3
img_4354,1,1
img_4355,0,0
img_4356,4,3
img_4357,7,10
img_4358,2,3
img_4359,1,0
img_4360,8,8
img_4361,1,0
img_4362,6,7
img_4363,2,3
img_4364,0,0
img_4365,4,1
img_4366,1,0
img_4367,5,3
img_4368,1,1
img_4369,10,10
img_4370,1,1
img_4371,0,1
img_4372,1,1
img_4373,1,1
img_4374,0,0
img_4375,1,1
img_4376,3,2
img_4377,2,3
img_4378,0,0
img_4379,2,1
img_4380,1,0
img_4381,1,1
img_4382,1,1
img_4383,0,0
img_4384,0,2
img_4385,2,3
img_4386,3,4
img_4387,1,1
img_4388,2,0
img_4389,2,3
img_4390,2,2
img_4391,0,0
img_4392,11,8
img_4393,0,0
img_4394,3,1
img_4395,8,5
img_4396,2,2
img_4397,4,0
img_4398,1,0
img_4399,0,0
img_4400,6,6
img_4401,4,12
img_4402,4,0
img_4403,29,22
img_4404,7,5
img_4405,2,1
img_4406,8,11
img_4407,1,1
img_4408,3,5
img_4409,0,0
img_4410,1,1
img_4411,0,0
img_4412,1,3
img_4413,1,2
img_4414,1,1
img_4415,1,4
img_4416,2,0
img_4417,2,3
img_4418,1,2
img_4419,0,1
img_4420,1,1
img_4421,1,1
img_4422,6,5
img_4423,2,1
img_4424,1,1
img_4425,4,3
img_4426,0,1
img_4427,3,5
img_4428,10,9
img_4429,1,2
img_4430,0,0
img_4431,3,2
img_4432,1,2
img_4433,1,0
img_4434,1,1
img_4435,1,2
img_4436,5,4
img_4437,3,2
img_4438,3,1
img_4439,3,4
img_4440,1,0
img_4441,1,3
img_4442,4,6
img_4443,0,1
img_4444,1,1
img_4445,1,2
img_4446,0,1
img_4447,0,0
img_4448,1,3
img_4449,2,0
img_4450,1,2
img_4451,1,2
img_4452,1,1
img_4453,1,0
img_4454,4,4
img_4455,5,0
img_4456,3,4
img_4457,0,0
img_4458,0,0
img_4459,1,0
img_4460,10,13
img_4461,15,11
img_4462,8,7
img_4463,3,5
img_4464,0,0
img_4465,3,2
img_4466,1,0
img_4467,2,3
img_4468,22,9
img_4469,2,4
img_4470,15,15
img_4471,2,2
img_4472,0,0
img_4473,0,0
img_4474,5,10
img_4475,1,1
img_4476,8,1
img_4477,3,2
img_4478,2,2
img_4479,7,9
img_4480,2,3
img_4481,1,1
img_4482,5,3
img_4483,6,7
img_4484,1,1
img_4485,2,1
img_4486,3,2
img_4487,0,0
img_4488,1,2
img_4489,3,3
img_4490,1,0
img_4491,2,0
img_4492,1,1
img_4493,1,0
img_4494,5,2
img_4495,4,4
img_4496,1,2
img_4497,5,7
img_4498,1,0
img_4499,0,1
img_4500,10,8
img_4501,1,0
img_4502,7,5
img_4503,1,2
img_4504,0,1
img_4505,0,0
img_4506,3,0
img_4507,17,24
img_4508,6,10
img_4509,1,0
img_4510,2,1
img_4511,5,4
img_4512,0,0
img_4513,1,1
img_4514,2,0
img_4515,1,2
img_4516,7,7
img_4517,0,0
img_4518,2,2
img_4519,1,0
img_4520,0,0
img_4521,0,0
img_4522,0,0
img_4523,3,4
img_4524,3,2
img_4525,2,3
img_4526,2,2
img_4527,1,0
img_4528,2,1
img_4529,1,0
img_4530,1,0
img_4531,9,7
img_4532,13,11
img_4533,1,1
img_4534,3,3
img_4535,0,0
img_4536,1,2
img_4537,4,2
img_4538,7,7
img_4539,0,0
img_4540,0,0
img_4541,14,19
img_4542,1,0
img_4543,0,0
img_4544,3,2
img_4545,0,0
img_4546,1,1
img_4547,0,0
img_4548,3,7
img_4549,5,2
img_4550,1,1
img_4551,2,5
img_4552,7,3
img_4553,1,1
img_4554,11,2
img_4555,2,1
img_4556,2,3
img_4557,11,15
img_4558,1,1
img_4559,3,1
img_4560,4,4
img_4561,0,0
img_4562,1,0
img_4563,3,5
img_4564,1,1
img_4565,4,4
img_4566,2,1
img_4567,1,0
img_4568,1,0
img_4569,2,0
img_4570,0,0
img_4571,0,0
img_4572,0,0
img_4573,1,2
img_4574,1,2
img_4575,29,26
img_4576,1,2
img_4577,12,11
img_4578,1,1
img_4579,2,1
img_4580,0,0
img_4581,1,0
img_4582,2,2
img_4583,2,0
img_4584,1,1
img_4585,1,2
img_4586,0,0
img_4587,0,0
img_4588,0,0
img_4589,0,0
img_4590,24,17
img_4591,2,2
img_4592,1,2
img_4593,3,3
img_4594,5,1
img_4595,1,1
img_4596,8,3
img_4597,4,4
img_4598,4,3
img_4599,1,1
img_4600,0,0
img_4601,4,2
img_4602,3,3
img_4603,2,2
img_4604,4,3
img_4605,0,0
img_4606,4,4
img_4607,1,0
img_4608,3,1
img_4609,10,10
img_4610,3,6
img_4611,1,0
img_4612,5,5
img_4613,3,2
img_4614,5,6
img_4615,3,3
img_4616,8,13
img_4617,0,2
img_4618,4,3
img_4619,1,2
img_4620,1,1
img_4621,0,0
img_4622,5,1
img_4623,1,2
img_4624,0,0
img_4625,13,14
img_4626,3,3
img_4627,1,2
img_4628,2,0
img_4629,3,0
img_4630,2,3
img_4631,2,0
img_4632,4,9
img_4633,2,3
img_4634,0,0
img_4635,4,4
img_4636,3,2
img_4637,1,1
img_4638,1,3
img_4639,1,1
img_4640,4,3
img_4641,4,4
img_4642,0,1
img_4643,0,0
img_4644,3,1
img_4645,3,2
img_4646,0,0
img_4647,0,0
img_4648,1,1
img_4649,8,9
img_4650,3,5
img_4651,1,1
img_4652,1,1
img_4653,1,0
img_4654,1,2
img_4655,2,2
img_4656,3,1
img_4657,0,0
img_4658,1,0
img_4659,1,0
img_4660,6,12
img_4661,7,8
img_4662,2,3
img_4663,3,2
img_4664,3,2
img_4665,0,2
img_4666,5,1
img_4667,2,3
img_4668,1,4
img_4669,4,2
img_4670,2,1
img_4671,2,2
img_4672,4,2
img_4673,1,1
img_4674,5,6
img_4675,0,0
img_4676,0,0
img_4677,4,1
img_4678,1,0
img_4679,1,2
img_4680,4,3
img_4681,1,1
img_4682,3,2
img_4683,0,1
img_4684,1,3
img_4685,1,0
img_4686,4,5
img_4687,0,0
img_4688,0,0
img_4689,2,0
img_4690,1,2
img_4691,1,1
img_4692,0,0
img_4693,1,3
img_4694,0,0
img_4695,4,8
img_4696,0,0
img_4697,0,0
img_4698,0,3
img_4699,0,1
img_4700,1,1
img_4701,0,0
img_4702,0,1
img_4703,2,1
img_4704,2,1
img_4705,0,0
img_4706,3,4
img_4707,0,0
img_4708,10,10
img_4709,1,3
img_4710,0,1
img_4711,3,7
img_4712,1,1
img_4713,6,4
img_4714,0,0
img_4715,7,5
img_4716,2,6
img_4717,1,1
img_4718,0,3
img_4719,1,3
img_4720,8,9
img_4721,0,1
img_4722,0,1
img_4723,2,4
img_4724,3,4
img_4725,1,0
img_4726,1,0
img_4727,0,0
img_4728,1,1
img_4729,1,1
img_4730,1,1
img_4731,1,1
img_4732,1,2
img_4733,0,0
img_4734,0,0
img_4735,2,1
img_4736,3,3
img_4737,2,4
img_4738,4,2
img_4739,1,1
img_4740,8,13
img_4741,8,7
img_4742,3,1
img_4743,1,1
img_4744,0,0
img_4745,3,1
img_4746,0,0
img_4747,1,4
img_4748,2,0
img_4749,1,0
img_4750,0,0
img_4751,9,6
img_4752,2,0
img_4753,2,0
img_4754,27,18
img_4755,3,4
img_4756,0,0
img_4757,1,1
img_4758,8,9
img_4759,6,5
img_4760,0,0
img_4761,1,1
img_4762,2,2
img_4763,3,4
img_4764,1,1
img_4765,1,0
img_4766,5,4
img_4767,1,2
img_4768,1,2
img_4769,4,4
img_4770,0,0
img_4771,5,4
img_4772,2,3
img_4773,12,2
img_4774,6,9
img_4775,1,2
img_4776,0,0
img_4777,2,4
img_4778,2,2
img_4779,3,4
img_4780,1,2
img_4781,4,5
img_4782,1,1
img_4783,0,0
img_4784,0,0
img_4785,1,2
img_4786,5,5
img_4787,8,14
img_4788,1,0
img_4789,3,2
img_4790,1,0
img_4791,3,4
img_4792,2,3
img_4793,1,1
img_4794,0,0
img_4795,0,0
img_4796,0,0
img_4797,0,0
img_4798,2,4
img_4799,4,5
img_4800,1,2
img_4801,0,0
img_4802,37,37
img_4803,2,3
img_4804,3,4
img_4805,3,2
img_4806,6,9
img_4807,3,3
img_4808,0,0
img_4809,1,1
img_4810,0,0
img_4811,2,0
img_4812,1,1
img_4813,1,1
img_4814,1,2
img_4815,1,1
img_4816,25,6
img_4817,0,1
img_4818,1,1
img_4819,3,5
img_4820,1,3
img_4821,4,1
img_4822,0,1
img_4823,0,0
img_4824,1,1
img_4825,4,1
img_4826,5,9
img_4827,0,0
img_4828,0,0
img_4829,15,11
img_4830,5,4
img_4831,0,0
img_4832,2,2
img_4833,0,2
img_4834,7,7
img_4835,1,3
img_4836,1,1
img_4837,0,0
img_4838,0,1
img_4839,3,3
img_4840,2,0
img_4841,2,3
img_4842,1,0
img_4843,13,11
img_4844,17,11
img_4845,0,0
img_4846,0,0
img_4847,1,1
img_4848,1,1
img_4849,1,0
img_4850,2,1
img_4851,12,19
img_4852,1,0
img_4853,2,0
img_4854,3,2
img_4855,4,0
img_4856,8,3
img_4857,6,2
img_4858,11,10
img_4859,7,6
img_4860,0,0
img_4861,1,0
img_4862,0,0
img_4863,2,1
img_4864,9,7
img_4865,0,0
img_4866,1,1
img_4867,1,0
img_4868,1,0
img_4869,0,0
img_4870,14,14
img_4871,5,9
img_4872,2,0
img_4873,1,1
img_4874,1,0
img_4875,13,7
img_4876,1,3
img_4877,0,0
img_4878,1,0
img_4879,12,18
img_4880,1,2
img_4881,1,1
img_4882,0,0
img_4883,0,0
img_4884,12,17
img_4885,16,26
img_4886,1,1
img_4887,2,4
img_4888,0,0
img_4889,3,1
img_4890,1,0
img_4891,0,0
img_4892,1,0
img_4893,1,3
img_4894,2,1
img_4895,0,0
img_4896,11,9
img_4897,2,1
img_4898,1,1
img_4899,40,17
img_4900,3,2
img_4901,2,1
img_4902,1,1
img_4903,5,2
img_4904,0,0
img_4905,1,0
img_4906,4,2
img_4907,0,0
img_4908,0,0
img_4909,0,0
img_4910,1,1
img_4911,1,1
img_4912,1,1
img_4913,1,1
img_4914,5,6
img_4915,2,0
img_4916,1,0
img_4917,1,0
img_4918,0,0
img_4919,6,4
img_4920,2,2
img_4921,1,1
img_4922,0,0
img_4923,1,1
img_4924,0,0
img_4925,20,7
img_4926,1,1
img_4927,1,2
img_4928,1,1
img_4929,1,0
img_4930,0,0
img_4931,0,0
img_4932,1,7
img_4933,1,1
img_4934,1,0
img_4935,6,11
img_4936,1,0
img_4937,12,18
img_4938,5,6
img_4939,0,0
img_4940,1,1
img_4941,2,0
img_4942,1,1
img_4943,2,2
img_4944,2,3
img_4945,1,0
img_4946,1,0
img_4947,1,1
img_4948,2,3
img_4949,1,1
img_4950,0,2
img_4951,1,0
img_4952,6,10
img_4953,1,1
img_4954,13,17
img_4955,1,1
img_4956,2,2
img_4957,7,5
img_4958,3,2
img_4959,0,1
img_4960,1,1
img_4961,3,4
img_4962,1,1
img_4963,1,0
img_4964,0,0
img_4965,0,0
img_4966,2,1
img_4967,1,0
img_4968,1,0
img_4969,2,2
img_4970,1,3
img_4971,3,2
img_4972,3,3
img_4973,1,0
img_4974,5,1
img_4975,12,18
img_4976,1,1
img_4977,1,1
img_4978,0,0
img_4979,0,0
img_4980,6,6
img_4981,1,0
img_4982,1,0
img_4983,0,1
img_4984,2,4
img_4985,4,1
img_4986,1,4
img_4987,9,3
img_4988,3,1
img_4989,3,4
img_4990,1,0
img_4991,1,2
img_4992,1,2
img_4993,1,0
img_4994,6,6
img_4995,8,6
img_4996,5,14
img_4997,1,0
img_4998,9,5
img_4999,1,1
img_5000,4,2
img_5001,5,8
img_5002,1,4
img_5003,4,2
img_5004,1,1
img_5005,6,5
img_5006,1,0
img_5007,1,1
img_5008,5,2
img_5009,3,1
img_5010,1,2
img_5011,1,1
img_5012,0,0
img_5013,1,3
img_5014,1,1
img_5015,5,0
img_5016,4,3
img_5017,1,0
img_5018,5,6
img_5019,0,0
img_5020,7,3
img_5021,1,1
img_5022,3,0
img_5023,2,1
img_5024,0,0
img_5025,0,0
img_5026,0,0
img_5027,1,2
img_5028,5,12
img_5029,1,1
img_5030,0,3
img_5031,1,1
img_5032,4,4
img_5033,0,0
img_5034,6,6
img_5035,1,2
img_5036,0,0
img_5037,2,2
img_5038,11,11
img_5039,1,3
img_5040,1,1
img_5041,3,3
img_5042,2,0
img_5043,11,12
img_5044,1,2
img_5045,10,8
img_5046,1,2
img_5047,4,4
img_5048,9,11
img_5049,2,0
img_5050,5,5
img_5051,6,4
img_5052,1,0
img_5053,7,4
img_5054,1,2
img_5055,4,0
img_5056,1,2
img_5057,1,1
img_5058,1,4
img_5059,2,3
img_5060,2,2
img_5061,0,0
img_5062,2,3
img_5063,3,1
img_5064,9,13
img_5065,3,3
img_5066,1,1
img_5067,1,0
img_5068,1,0
img_5069,6,7
img_5070,1,1
img_5071,1,1
img_5072,2,1
img_5073,2,3
img_5074,4,5
img_5075,22,16
img_5076,3,2
img_5077,1,2
img_5078,2,2
img_5079,2,2
img_5080,1,1
img_5081,3,3
img_5082,2,3
img_5083,2,2
img_5084,16,26
img_5085,20,30
img_5086,6,7
img_5087,1,1
img_5088,0,0
img_5089,3,6
img_5090,8,5
img_5091,7,11
img_5092,1,2
img_5093,3,6
img_5094,2,0
img_5095,10,9
img_5096,5,5
img_5097,2,1
img_5098,3,3
img_5099,3,3
img_5100,4,2
img_5101,0,4
img_5102,2,4
img_5103,2,0
img_5104,2,1
img_5105,2,3
img_5106,1,0
img_5107,0,0
img_5108,8,5
img_5109,18,19
img_5110,2,4
img_5111,1,1
img_5112,0,0
img_5113,1,0
img_5114,3,6
img_5115,1,1
img_5116,1,0
img_5117,2,3
img_5118,0,0
img_5119,6,9
img_5120,18,8
img_5121,0,0
img_5122,1,1
img_5123,1,0
img_5124,0,0
img_5125,2,0
img_5126,1,0
img_5127,1,1
img_5128,1,0
img_5129,1,2
img_5130,7,9
img_5131,0,0
img_5132,4,0
img_5133,4,1
img_5134,4,7
img_5135,4,5
img_5136,5,0
img_5137,4,3
img_5138,2,1
img_5139,1,1
img_5140,9,13
img_5141,1,1
img_5142,2,2
img_5143,0,1
img_5144,4,2
img_5145,0,0
img_5146,4,5
img_5147,2,1
img_5148,7,8
img_5149,1,0
img_5150,2,0
img_5151,2,3
img_5152,1,0
img_5153,2,2
img_5154,1,2
img_5155,0,0
img_5156,10,11
img_5157,0,0
img_5158,1,1
img_5159,1,0
img_5160,0,0
img_5161,0,0
img_5162,1,0
img_5163,3,3
img_5164,0,1
img_5165,8,7
img_5166,0,0
img_5167,5,6
img_5168,1,0
img_5169,1,2
img_5170,1,1
img_5171,8,7
img_5172,0,1
img_5173,1,1
img_5174,0,0
img_5175,0,1
img_5176,4,8
img_5177,3,4
img_5178,1,0
img_5179,1,2
img_5180,2,4
img_5181,2,1
img_5182,1,3
img_5183,1,0
img_5184,1,2
img_5185,1,2
img_5186,1,1
img_5187,2,0
img_5188,2,0
img_5189,0,0
img_5190,3,3
img_5191,5,7
img_5192,1,1
img_5193,1,0
img_5194,3,0
img_5195,2,2
img_5196,1,0
img_5197,0,0
img_5198,3,2
img_5199,1,0
img_5200,2,0
img_5201,2,2
img_5202,0,0
img_5203,0,3
img_5204,2,2
img_5205,3,4
img_5206,0,0
img_5207,0,1
img_5208,10,7
img_5209,1,0
img_5210,2,1
img_5211,1,4
img_5212,2,3
img_5213,3,0
img_5214,2,0
img_5215,18,15
img_5216,0,4
img_5217,0,1
img_5218,0,6
img_5219,1,0
img_5220,2,4
img_5221,1,0
img_5222,23,22
img_5223,1,4
img_5224,2,1
img_5225,41,51
img_5226,0,0
img_5227,0,0
img_5228,10,10
img_5229,2,4
img_5230,2,2
img_5231,3,4
img_5232,1,2
img_5233,12,13
img_5234,6,9
img_5235,2,3
img_5236,1,0
img_5237,0,0
img_5238,5,5
img_5239,0,0
img_5240,1,0
img_5241,3,4
img_5242,1,1
img_5243,8,7
img_5244,3,1
img_5245,6,3
img_5246,2,4
img_5247,12,14
img_5248,3,7
img_5249,2,4
img_5250,1,1
img_5251,1,1
img_5252,8,8
img_5253,1,0
img_5254,9,9
img_5255,2,0
img_5256,1,0
img_5257,1,1
img_5258,1,1
img_5259,1,0
img_5260,0,0
img_5261,0,0
img_5262,0,0
img_5263,0,0
img_5264,1,1
img_5265,1,0
img_5266,1,1
img_5267,2,1
img_5268,2,2
img_5269,1,0
img_5270,19,9
img_5271,1,1
img_5272,1,0
img_5273,0,0
img_5274,3,3
img_5275,5,6
img_5276,0,0
img_5277,2,3
img_5278,0,0
img_5279,3,3
img_5280,2,1
img_5281,3,3
img_5282,0,0
img_5283,0,0
img_5284,18,9
img_5285,0,0
img_5286,9,9
img_5287,1,1
img_5288,4,8
img_5289,16,6
img_5290,3,5
img_5291,1,1
img_5292,2,1
img_5293,2,1
img_5294,1,0
img_5295,5,1
img_5296,1,2
img_5297,0,1
img_5298,2,3
img_5299,1,0
img_5300,5,3
img_5301,1,0
img_5302,9,6
img_5303,7,4
img_5304,0,0
img_5305,3,3
img_5306,2,2
img_5307,0,0
img_5308,3,0
img_5309,4,4
img_5310,6,3
img_5311,1,1
img_5312,0,0
img_5313,0,0
img_5314,0,0
img_5315,1,1
img_5316,19,12
img_5317,1,1
img_5318,2,2
img_5319,20,18
img_5320,2,1
img_5321,4,7
img_5322,0,0
img_5323,2,2
img_5324,11,19
img_5325,0,0
img_5326,0,0
img_5327,1,0
img_5328,6,12
img_5329,0,0
img_5330,12,17
img_5331,2,2
img_5332,0,0
img_5333,2,1
img_5334,1,1
img_5335,15,10
img_5336,1,1
img_5337,0,0
img_5338,15,17
img_5339,3,8
img_5340,0,0
img_5341,0,1
img_5342,2,1
img_5343,0,0
img_5344,2,2
img_5345,0,0
img_5346,7,8
img_5347,3,2
img_5348,1,1
img_5349,1,3
img_5350,9,6
img_5351,1,3
img_5352,1,2
img_5353,3,1
img_5354,3,3
img_5355,6,5
img_5356,2,3
img_5357,6,3
img_5358,1,0
img_5359,2,0
img_5360,1,1
img_5361,6,5
img_5362,12,8
img_5363,2,3
img_5364,7,3
img_5365,6,9
img_5366,0,0
img_5367,1,1
img_5368,2,1
img_5369,6,6
img_5370,3,2
img_5371,5,0
img_5372,16,13
img_5373,0,1
img_5374,1,1
img_5375,3,2
img_5376,9,1
img_5377,0,0
img_5378,2,1
img_5379,3,1
img_5380,2,2
img_5381,5,8
img_5382,0,0
img_5383,2,3
img_5384,4,8
img_5385,1,0
img_5386,1,2
img_5387,0,0
img_5388,2,3
img_5389,4,5
img_5390,1,0
img_5391,5,3
img_5392,0,0
img_5393,1,2
img_5394,1,0
img_5395,1,1
img_5396,2,3
img_5397,1,2
img_5398,5,6
img_5399,0,0
img_5400,0,0
img_5401,0,0
img_5402,1,2
img_5403,2,2
img_5404,4,8
img_5405,1,3
img_5406,0,1
img_5407,2,2
img_5408,0,0
img_5409,5,5
img_5410,3,2
img_5411,6,7
img_5412,2,0
img_5413,2,0
img_5414,7,11
img_5415,1,0
img_5416,1,0
img_5417,1,0
img_5418,2,2
img_5419,1,2
img_5420,6,4
img_5421,1,0
img_5422,0,0
img_5423,30,20
img_5424,7,9
img_5425,1,1
img_5426,1,2
img_5427,5,6
img_5428,0,0
img_5429,0,0
img_5430,2,2
img_5431,0,0
img_5432,0,0
img_5433,3,4
img_5434,5,5
img_5435,1,0
img_5436,2,1
img_5437,7,7
img_5438,7,2
img_5439,0,0
img_5440,2,2
img_5441,2,1
img_5442,36,6
img_5443,4,2
img_5444,0,0
img_5445,1,2
img_5446,13,8
img_5447,2,2
img_5448,0,1
img_5449,1,1
img_5450,9,10
img_5451,0,0
img_5452,3,1
img_5453,2,1
img_5454,0,0
img_5455,2,2
img_5456,12,7
img_5457,2,0
img_5458,10,8
img_5459,1,1
img_5460,2,2
img_5461,0,0
img_5462,0,0
img_5463,1,0
img_5464,4,1
img_5465,1,1
img_5466,6,6
img_5467,1,0
img_5468,1,0
img_5469,4,9
img_5470,0,0
img_5471,1,1
img_5472,0,0
img_5473,0,0
img_5474,1,2
img_5475,1,3
img_5476,2,3
img_5477,3,2
img_5478,5,4
img_5479,0,0
img_5480,0,1
img_5481,0,0
img_5482,1,1
img_5483,1,1
img_5484,1,4
img_5485,0,2
img_5486,6,3
img_5487,10,11
img_5488,7,7
img_5489,1,1
img_5490,5,2
img_5491,1,1
img_5492,2,3
img_5493,1,0
img_5494,2,0
img_5495,0,0
img_5496,1,0
img_5497,2,6
img_5498,4,4
img_5499,4,3
img_5500,0,0
img_5501,1,1
img_5502,3,5
img_5503,0,0
img_5504,0,0
img_5505,1,1
img_5506,0,1
img_5507,0,0
img_5508,4,1
img_5509,2,2
img_5510,1,3
img_5511,9,5
img_5512,0,2
img_5513,6,7
img_5514,2,3
img_5515,2,2
img_5516,4,2
