Image,Predicted-Lymphocyte
img_4276,2
img_4277,0
img_4278,1
img_4279,12
img_4280,4
img_4281,0
img_4282,2
img_4283,4
img_4284,2
img_4285,0
img_4286,1
img_4287,2
img_4288,0
img_4289,5
img_4290,0
img_4291,0
img_4292,0
img_4293,1
img_4294,6
img_4295,0
img_4296,4
img_4297,6
img_4298,0
img_4299,1
img_4300,0
img_4301,5
img_4302,1
img_4303,0
img_4304,3
img_4305,3
img_4306,1
img_4307,2
img_4308,1
img_4309,5
img_4310,0
img_4311,3
img_4312,3
img_4313,6
img_4314,5
img_4315,0
img_4316,14
img_4317,6
img_4318,0
img_4319,4
img_4320,1
img_4321,0
img_4322,1
img_4323,1
img_4324,5
img_4325,2
img_4327,8
img_4328,2
img_4329,1
img_4330,0
img_4331,1
img_4332,5
img_4333,3
img_4334,2
img_4335,0
img_4336,6
img_4337,3
img_4338,0
img_4339,1
img_4340,0
img_4341,6
img_4342,2
img_4343,2
img_4344,0
img_4345,1
img_4346,4
img_4347,2
img_4348,3
img_4349,1
img_4350,14
img_4351,4
img_4352,1
img_4353,3
img_4354,1
img_4355,0
img_4356,3
img_4357,10
img_4358,4
img_4359,0
img_4360,8
img_4361,1
img_4362,7
img_4363,2
img_4364,0
img_4365,1
img_4366,0
img_4367,3
img_4368,1
img_4369,13
img_4370,1
img_4371,2
img_4372,1
img_4373,1
img_4374,0
img_4375,1
img_4376,3
img_4377,3
img_4378,0
img_4379,2
img_4380,0
img_4381,1
img_4382,1
img_4383,0
img_4384,2
img_4385,3
img_4386,4
img_4387,1
img_4388,0
img_4389,3
img_4390,3
img_4391,0
img_4392,10
img_4393,0
img_4394,1
img_4395,6
img_4396,2
img_4397,1
img_4398,0
img_4399,0
img_4400,7
img_4401,12
img_4402,2
img_4403,22
img_4404,5
img_4405,2
img_4406,11
img_4407,1
img_4408,5
img_4409,1
img_4410,1
img_4411,0
img_4412,3
img_4413,2
img_4414,1
img_4415,4
img_4416,1
img_4417,3
img_4418,2
img_4419,1
img_4420,1
img_4421,1
img_4422,6
img_4423,2
img_4424,1
img_4425,7
img_4426,0
img_4427,4
img_4428,10
img_4429,2
img_4430,0
img_4431,2
img_4432,2
img_4433,0
img_4434,1
img_4435,2
img_4436,4
img_4437,3
img_4438,2
img_4439,4
img_4440,1
img_4441,3
img_4442,6
img_4443,0
img_4444,1
img_4445,3
img_4446,1
img_4447,0
img_4448,3
img_4449,1
img_4450,1
img_4451,2
img_4452,1
img_4453,1
img_4454,4
img_4455,0
img_4456,4
img_4457,4
img_4458,0
img_4459,0
img_4460,13
img_4461,11
img_4462,8
img_4463,5
img_4464,0
img_4465,3
img_4466,0
img_4467,3
img_4468,12
img_4469,4
img_4470,16
img_4471,2
img_4472,0
img_4473,0
img_4474,10
img_4475,1
img_4476,6
img_4477,2
img_4478,2
img_4479,11
img_4480,4
img_4481,1
img_4482,2
img_4483,9
img_4484,1
img_4485,1
img_4486,2
img_4487,0
img_4488,2
img_4489,3
img_4490,0
img_4491,0
img_4492,1
img_4493,0
img_4494,2
img_4495,4
img_4496,2
img_4497,7
img_4498,1
img_4499,1
img_4500,10
img_4501,0
img_4502,6
img_4503,1
img_4504,1
img_4505,0
img_4506,3
img_4507,27
img_4508,12
img_4509,0
img_4510,2
img_4511,6
img_4512,0
img_4513,1
img_4514,0
img_4515,2
img_4516,8
img_4517,0
img_4518,2
img_4519,0
img_4520,0
img_4521,0
img_4522,0
img_4523,3
img_4524,1
img_4525,3
img_4526,3
img_4527,0
img_4528,1
img_4529,2
img_4530,0
img_4531,7
img_4532,14
img_4533,1
img_4534,5
img_4535,0
img_4536,1
img_4537,3
img_4538,8
img_4539,1
img_4540,0
img_4541,22
img_4542,0
img_4543,0
img_4544,2
img_4545,0
img_4546,1
img_4547,0
img_4548,7
img_4549,2
img_4550,1
img_4551,5
img_4552,3
img_4553,1
img_4554,3
img_4555,1
img_4556,3
img_4557,15
img_4558,1
img_4559,2
img_4560,8
img_4561,0
img_4562,0
img_4563,5
img_4564,1
img_4565,4
img_4566,2
img_4567,0
img_4568,1
img_4569,2
img_4570,0
img_4571,1
img_4572,0
img_4573,0
img_4574,2
img_4575,29
img_4576,4
img_4577,11
img_4578,1
img_4579,2
img_4580,0
img_4581,1
img_4582,1
img_4583,1
img_4584,1
img_4585,2
img_4586,0
img_4587,0
img_4588,0
img_4589,0
img_4590,24
img_4591,4
img_4592,1
img_4593,3
img_4594,3
img_4595,1
img_4596,6
img_4597,6
img_4598,4
img_4599,1
img_4600,0
img_4601,2
img_4602,3
img_4603,2
img_4604,4
img_4605,0
img_4606,4
img_4607,0
img_4608,1
img_4609,12
img_4610,6
img_4611,0
img_4612,5
img_4613,2
img_4614,9
img_4615,4
img_4616,14
img_4617,2
img_4618,3
img_4619,3
img_4620,1
img_4621,0
img_4622,1
img_4623,2
img_4624,0
img_4625,16
img_4626,1
img_4627,1
img_4628,0
img_4629,2
img_4630,3
img_4631,4
img_4632,9
img_4633,2
img_4634,0
img_4635,4
img_4636,3
img_4637,1
img_4638,3
img_4639,1
img_4640,2
img_4641,4
img_4642,1
img_4643,0
img_4644,1
img_4645,2
img_4646,0
img_4647,0
img_4648,1
img_4649,9
img_4650,6
img_4651,0
img_4652,1
img_4653,1
img_4654,2
img_4655,2
img_4656,2
img_4657,0
img_4658,1
img_4659,0
img_4660,12
img_4661,9
img_4662,3
img_4663,4
img_4664,2
img_4665,2
img_4666,2
img_4667,2
img_4668,4
img_4669,5
img_4670,1
img_4671,3
img_4672,4
img_4673,1
img_4674,7
img_4675,0
img_4676,0
img_4677,1
img_4678,1
img_4679,2
img_4680,3
img_4681,1
img_4682,2
img_4683,0
img_4684,2
img_4685,0
img_4686,7
img_4687,0
img_4688,0
img_4689,0
img_4690,2
img_4691,1
img_4692,0
img_4693,2
img_4694,0
img_4695,7
img_4696,0
img_4697,1
img_4698,4
img_4699,1
img_4700,1
img_4701,0
img_4702,1
img_4703,2
img_4704,2
img_4705,0
img_4706,6
img_4707,0
img_4708,9
img_4709,3
img_4710,0
img_4711,7
img_4712,2
img_4713,7
img_4714,0
img_4715,14
img_4716,4
img_4717,1
img_4718,1
img_4719,3
img_4720,10
img_4721,1
img_4722,1
img_4723,4
img_4724,4
img_4725,0
img_4726,1
img_4727,0
img_4728,1
img_4729,1
img_4730,1
img_4731,1
img_4732,2
img_4733,0
img_4734,0
img_4735,2
img_4736,3
img_4737,4
img_4738,2
img_4739,1
img_4740,13
img_4741,8
img_4742,1
img_4743,1
img_4744,0
img_4745,2
img_4746,0
img_4747,3
img_4748,1
img_4749,0
img_4750,0
img_4751,6
img_4752,0
img_4753,2
img_4754,24
img_4755,4
img_4756,0
img_4757,1
img_4758,9
img_4759,5
img_4760,0
img_4761,1
img_4762,2
img_4763,3
img_4764,1
img_4765,0
img_4766,4
img_4767,2
img_4768,2
img_4769,4
img_4770,0
img_4771,5
img_4772,3
img_4773,2
img_4774,7
img_4775,2
img_4776,0
img_4777,5
img_4778,2
img_4779,4
img_4780,1
img_4781,5
img_4782,1
img_4783,0
img_4784,0
img_4785,1
img_4786,4
img_4787,15
img_4788,0
img_4789,3
img_4790,0
img_4791,5
img_4792,3
img_4793,1
img_4794,0
img_4795,0
img_4796,0
img_4797,0
img_4798,4
img_4799,4
img_4800,1
img_4801,0
img_4802,41
img_4803,3
img_4804,4
img_4805,1
img_4806,9
img_4807,3
img_4808,0
img_4809,0
img_4811,1
img_4812,1
img_4813,1
img_4814,2
img_4815,1
img_4816,9
img_4817,1
img_4818,1
img_4819,5
img_4820,2
img_4821,0
img_4822,1
img_4823,0
img_4824,1
img_4825,4
img_4826,11
img_4827,0
img_4828,0
img_4829,10
img_4830,4
img_4831,0
img_4832,3
img_4833,2
img_4834,9
img_4835,3
img_4836,1
img_4837,0
img_4838,0
img_4839,3
img_4840,0
img_4841,3
img_4842,0
img_4843,11
img_4844,11
img_4845,0
img_4846,0
img_4847,1
img_4848,1
img_4849,0
img_4850,1
img_4851,18
img_4852,0
img_4853,0
img_4854,1
img_4855,3
img_4856,4
img_4857,3
img_4858,12
img_4859,8
img_4860,0
img_4861,0
img_4862,0
img_4863,1
img_4864,9
img_4865,0
img_4866,1
img_4867,0
img_4868,0
img_4869,0
img_4870,13
img_4871,11
img_4872,0
img_4873,1
img_4874,0
img_4875,9
img_4876,3
img_4877,0
img_4878,0
img_4879,21
img_4880,3
img_4881,1
img_4882,0
img_4883,0
img_4884,22
img_4885,27
img_4886,1
img_4887,3
img_4888,0
img_4889,3
img_4890,0
img_4892,0
img_4893,3
img_4894,2
img_4895,0
img_4896,11
img_4897,2
img_4898,1
img_4899,17
img_4900,3
img_4901,2
img_4902,2
img_4903,2
img_4904,0
img_4905,0
img_4906,3
img_4907,0
img_4908,0
img_4909,0
img_4910,1
img_4911,1
img_4912,2
img_4913,1
img_4914,5
img_4915,0
img_4916,0
img_4917,0
img_4918,0
img_4919,4
img_4920,2
img_4921,1
img_4922,0
img_4923,1
img_4924,0
img_4925,7
img_4926,1
img_4927,2
img_4928,1
img_4929,0
img_4930,0
img_4931,0
img_4932,7
img_4933,2
img_4934,0
img_4935,12
img_4936,0
img_4937,19
img_4938,6
img_4939,0
img_4940,1
img_4941,1
img_4942,1
img_4943,1
img_4944,3
img_4945,2
img_4946,0
img_4947,1
img_4948,5
img_4949,1
img_4950,1
img_4951,0
img_4952,12
img_4953,1
img_4954,19
img_4955,1
img_4956,2
img_4957,5
img_4958,2
img_4959,1
img_4960,1
img_4961,4
img_4962,1
img_4963,0
img_4964,0
img_4965,0
img_4966,2
img_4967,0
img_4968,0
img_4969,2
img_4970,4
img_4971,2
img_4972,3
img_4973,1
img_4974,1
img_4975,20
img_4976,1
img_4977,1
img_4978,0
img_4979,0
img_4980,6
img_4981,0
img_4982,0
img_4983,1
img_4984,4
img_4985,3
img_4986,4
img_4987,4
img_4988,1
img_4989,4
img_4990,0
img_4991,2
img_4992,2
img_4993,0
img_4994,8
img_4995,7
img_4996,13
img_4997,2
img_4998,9
img_4999,1
img_5000,2
img_5001,7
img_5002,3
img_5003,2
img_5004,1
img_5005,6
img_5006,0
img_5007,1
img_5008,4
img_5009,2
img_5010,1
img_5011,1
img_5012,1
img_5013,3
img_5014,1
img_5015,0
img_5016,5
img_5017,0
img_5018,6
img_5019,0
img_5020,3
img_5021,1
img_5022,3
img_5023,1
img_5024,0
img_5025,0
img_5026,0
img_5027,2
img_5028,11
img_5029,1
img_5030,3
img_5031,1
img_5032,5
img_5033,0
img_5034,6
img_5035,2
img_5036,0
img_5037,2
img_5038,13
img_5039,2
img_5040,1
img_5041,3
img_5042,0
img_5043,13
img_5044,2
img_5045,9
img_5046,2
img_5047,2
img_5048,15
img_5049,0
img_5050,7
img_5051,4
img_5052,0
img_5053,5
img_5054,1
img_5055,2
img_5056,2
img_5057,1
img_5058,3
img_5059,3
img_5060,2
img_5061,0
img_5062,2
img_5063,1
img_5064,11
img_5065,3
img_5066,1
img_5067,0
img_5068,1
img_5069,7
img_5070,1
img_5071,1
img_5072,1
img_5073,3
img_5074,5
img_5075,18
img_5076,3
img_5077,2
img_5078,2
img_5079,2
img_5080,1
img_5081,4
img_5082,4
img_5083,3
img_5084,27
img_5085,36
img_5086,8
img_5087,1
img_5088,0
img_5089,5
img_5090,5
img_5091,11
img_5092,2
img_5093,9
img_5094,0
img_5095,10
img_5096,6
img_5097,2
img_5098,3
img_5099,3
img_5100,4
img_5101,4
img_5102,4
img_5103,0
img_5104,0
img_5105,2
img_5106,0
img_5107,0
img_5108,5
img_5109,24
img_5110,4
img_5111,1
img_5112,0
img_5113,1
img_5114,6
img_5115,1
img_5116,0
img_5117,3
img_5118,0
img_5119,10
img_5120,12
img_5121,0
img_5122,1
img_5123,1
img_5124,0
img_5125,2
img_5126,0
img_5127,1
img_5128,2
img_5129,2
img_5130,11
img_5131,0
img_5132,1
img_5133,2
img_5134,6
img_5135,5
img_5136,2
img_5137,5
img_5138,3
img_5139,1
img_5140,13
img_5141,1
img_5142,3
img_5143,1
img_5144,2
img_5145,0
img_5146,6
img_5147,1
img_5148,9
img_5149,1
img_5150,0
img_5151,3
img_5152,0
img_5153,2
img_5154,2
img_5155,0
img_5156,11
img_5157,0
img_5158,0
img_5159,1
img_5160,0
img_5161,0
img_5162,0
img_5163,3
img_5164,1
img_5165,9
img_5166,0
img_5167,6
img_5168,0
img_5169,2
img_5170,1
img_5171,8
img_5172,1
img_5173,1
img_5174,0
img_5175,1
img_5176,4
img_5177,5
img_5178,0
img_5179,2
img_5180,3
img_5181,1
img_5182,3
img_5183,1
img_5184,2
img_5185,2
img_5186,1
img_5187,0
img_5188,0
img_5189,7
img_5190,2
img_5191,7
img_5192,1
img_5193,0
img_5194,4
img_5195,3
img_5196,2
img_5197,7
img_5198,3
img_5199,0
img_5200,0
img_5201,3
img_5202,0
img_5203,3
img_5204,2
img_5205,4
img_5207,0
img_5208,8
img_5209,0
img_5210,1
img_5211,3
img_5212,3
img_5213,1
img_5214,0
img_5215,13
img_5216,3
img_5217,0
img_5218,6
img_5219,0
img_5220,4
img_5221,0
img_5222,27
img_5223,4
img_5224,2
img_5225,56
img_5226,0
img_5227,0
img_5228,11
img_5229,3
img_5230,2
img_5231,4
img_5232,1
img_5233,12
img_5234,10
img_5235,3
img_5236,0
img_5238,5
img_5240,0
img_5241,4
img_5242,1
img_5243,8
img_5244,1
img_5245,3
img_5246,4
img_5247,15
img_5248,8
img_5249,3
img_5250,2
img_5251,1
img_5252,9
img_5253,0
img_5254,11
img_5255,0
img_5256,0
img_5257,1
img_5258,1
img_5259,0
img_5261,0
img_5262,0
img_5263,0
img_5264,1
img_5265,1
img_5266,1
img_5267,2
img_5268,2
img_5269,0
img_5270,12
img_5271,1
img_5272,0
img_5273,0
img_5274,3
img_5275,7
img_5276,0
img_5277,4
img_5278,0
img_5279,3
img_5280,1
img_5281,3
img_5282,0
img_5283,0
img_5284,12
img_5285,0
img_5286,15
img_5287,1
img_5288,6
img_5289,7
img_5290,5
img_5291,1
img_5292,1
img_5293,1
img_5294,0
img_5295,1
img_5296,2
img_5297,0
img_5298,2
img_5299,0
img_5300,3
img_5301,0
img_5302,8
img_5303,4
img_5304,0
img_5305,3
img_5306,2
img_5307,0
img_5308,1
img_5309,4
img_5310,4
img_5311,1
img_5312,0
img_5313,0
img_5314,0
img_5315,1
img_5316,17
img_5317,1
img_5318,2
img_5319,19
img_5320,1
img_5321,9
img_5322,0
img_5323,1
img_5324,18
img_5325,0
img_5326,0
img_5327,0
img_5328,9
img_5329,0
img_5330,19
img_5331,3
img_5332,0
img_5333,2
img_5334,1
img_5335,10
img_5336,1
img_5337,0
img_5338,18
img_5339,8
img_5340,0
img_5341,1
img_5342,2
img_5343,0
img_5344,2
img_5345,0
img_5346,8
img_5347,2
img_5348,1
img_5349,3
img_5350,7
img_5351,3
img_5352,1
img_5353,1
img_5354,2
img_5355,8
img_5356,3
img_5357,4
img_5358,0
img_5359,0
img_5360,1
img_5361,5
img_5362,8
img_5363,3
img_5364,3
img_5365,10
img_5366,0
img_5367,1
img_5368,1
img_5369,6
img_5370,2
img_5371,0
img_5372,16
img_5373,1
img_5374,1
img_5375,2
img_5376,2
img_5377,0
img_5378,1
img_5379,2
img_5380,2
img_5381,8
img_5382,0
img_5383,5
img_5384,8
img_5385,1
img_5386,2
img_5387,0
img_5388,3
img_5389,5
img_5390,0
img_5391,3
img_5392,1
img_5393,3
img_5394,0
img_5395,1
img_5396,3
img_5397,2
img_5398,6
img_5399,0
img_5400,0
img_5401,0
img_5402,2
img_5403,2
img_5404,8
img_5405,3
img_5406,1
img_5407,2
img_5408,0
img_5409,5
img_5410,2
img_5411,7
img_5412,1
img_5413,1
img_5414,10
img_5415,0
img_5416,0
img_5417,0
img_5418,2
img_5419,3
img_5420,7
img_5421,0
img_5422,0
img_5423,21
img_5424,12
img_5425,2
img_5426,3
img_5427,7
img_5428,0
img_5429,0
img_5430,2
img_5431,0
img_5432,0
img_5433,4
img_5434,5
img_5435,0
img_5436,1
img_5437,8
img_5438,8
img_5439,2
img_5440,3
img_5441,1
img_5442,6
img_5443,5
img_5444,0
img_5445,2
img_5446,8
img_5447,2
img_5448,0
img_5449,1
img_5450,11
img_5451,0
img_5452,1
img_5453,1
img_5455,2
img_5456,9
img_5457,0
img_5458,8
img_5459,0
img_5460,2
img_5461,0
img_5462,0
img_5463,0
img_5464,2
img_5465,1
img_5466,5
img_5467,0
img_5468,0
img_5469,10
img_5470,0
img_5471,1
img_5472,0
img_5473,0
img_5474,2
img_5475,2
img_5476,2
img_5477,2
img_5478,4
img_5479,0
img_5480,1
img_5481,0
img_5482,1
img_5483,1
img_5484,5
img_5485,1
img_5486,3
img_5487,12
img_5488,9
img_5489,1
img_5490,3
img_5491,1
img_5492,3
img_5493,0
img_5494,0
img_5495,0
img_5496,0
img_5497,4
img_5498,4
img_5499,3
img_5500,1
img_5501,1
img_5502,6
img_5503,0
img_5504,1
img_5505,1
img_5506,1
img_5507,0
img_5508,3
img_5509,3
img_5510,3
img_5511,5
img_5512,2
img_5513,8
img_5514,2
img_5515,2
img_5516,2
img_5517,3
img_5518,3
img_5519,11
img_5520,5
img_5521,34
img_5522,12
img_5523,2
img_5524,2
img_5525,3
img_5526,15
img_5527,3
img_5528,3
img_5529,4
img_5530,1
img_5531,1
img_5532,4
img_5533,6
img_5534,2
img_5535,6
img_5536,0
img_5537,2
img_5538,9
img_5539,0
img_5540,19
img_5541,7
img_5542,1
img_5543,2
img_5544,0
img_5545,0
img_5546,3
img_5547,2
img_5548,1
img_5549,0
img_5550,0
img_5551,10
img_5552,3
img_5553,0
img_5554,5
img_5555,10
img_5556,9
img_5557,0
img_5558,0
img_5559,2
img_5560,9
img_5561,2
img_5562,0
img_5563,7
img_5564,1
img_5565,0
img_5566,0
img_5567,0
img_5568,1
img_5569,3
img_5570,1
img_5571,1
img_5572,0
img_5573,2
img_5574,2
img_5575,15
img_5576,1
img_5577,9
img_5578,2
img_5579,8
img_5580,0
img_5581,12
img_5582,10
img_5583,3
img_5584,0
img_5585,4
img_5586,1
img_5587,1
img_5588,0
img_5589,3
img_5590,1
img_5591,1
img_5592,4
img_5593,2
img_5594,1
img_5595,1
img_5596,1
img_5597,7
img_5598,3
img_5599,6
img_5600,4
img_5601,14
img_5602,4
img_5603,7
img_5604,2
img_5605,1
img_5606,9
img_5607,1
img_5608,5
img_5609,5
img_5610,10
img_5611,8
img_5612,0
img_5613,1
img_5614,10
img_5615,1
img_5616,0
img_5617,13
img_5618,1
img_5619,0
img_5620,5
img_5621,3
img_5622,0
img_5623,0
img_5624,6
img_5625,0
img_5626,5
img_5627,8
img_5628,1
img_5629,0
img_5630,0
img_5631,17
img_5632,9
img_5633,0
img_5634,0
img_5635,13
img_5636,9
img_5637,0
img_5638,2
img_5639,1
img_5640,1
img_5641,0
img_5642,5
img_5643,0
img_5644,7
img_5645,0
img_5646,17
img_5647,5
img_5648,4
img_5649,0
img_5650,2
img_5651,2
img_5652,11
img_5653,1
img_5654,2
img_5655,0
img_5656,1
img_5657,2
img_5658,0
img_5659,12
img_5660,5
img_5661,3
img_5662,0
img_5663,1
img_5664,3
img_5665,0
img_5666,0
img_5667,1
img_5668,17
img_5669,1
img_5670,0
img_5671,2
img_5672,17
img_5673,5
img_5674,3
img_5675,1
img_5676,8
img_5678,7
img_5679,2
img_5680,2
img_5681,1
img_5682,0
img_5683,14
img_5684,17
img_5685,0
img_5686,12
img_5687,2
img_5688,17
img_5689,2
img_5690,31
img_5691,2
img_5692,0
img_5693,1
img_5694,2
img_5695,0
img_5696,6
img_5697,1
img_5698,5
img_5699,1
img_5700,1
img_5701,0
img_5702,1
img_5703,3
img_5704,0
img_5705,6
img_5706,2
img_5707,0
img_5708,9
img_5709,2
img_5710,1
img_5711,0
img_5712,14
img_5713,2
img_5714,5
img_5715,0
img_5716,28
img_5717,9
img_5718,0
img_5719,1
img_5720,0
img_5721,0
img_5722,3
img_5723,9
img_5724,1
img_5725,9
img_5726,10
img_5727,2
img_5728,2
img_5729,3
img_5730,3
img_5731,0
img_5732,15
img_5733,2
img_5734,7
img_5735,0
img_5736,10
img_5737,3
img_5738,6
img_5739,0
img_5740,4
img_5741,9
img_5742,1
img_5743,2
img_5744,0
img_5745,0
img_5746,2
img_5747,2
img_5748,2
img_5749,1
img_5750,0
img_5751,1
img_5752,3
img_5753,2
img_5754,1
img_5755,56
img_5756,2
img_5757,14
img_5758,0
img_5759,14
img_5760,0
img_5762,0
img_5763,4
img_5764,2
img_5765,2
img_5766,5
img_5767,1
img_5768,1
img_5769,2
img_5770,0
img_5771,2
img_5772,0
img_5773,4
img_5774,4
img_5775,4
img_5776,0
img_5777,5
img_5778,14
img_5779,0
img_5780,0
img_5781,1
img_5782,1
img_5783,0
img_5784,1
img_5785,3
img_5786,11
img_5787,3
img_5788,5
img_5789,3
img_5790,2
img_5791,3
img_5792,3
img_5793,3
img_5794,1
img_5795,3
img_5796,2
img_5797,3
img_5798,7
img_5799,1
img_5800,1
img_5801,3
img_5802,0
img_5803,8
img_5804,0
img_5805,1
img_5806,6
img_5807,1
img_5808,0
img_5810,1
img_5811,2
img_5812,3
img_5813,0
img_5814,27
img_5815,0
img_5816,0
img_5817,0
img_5818,28
img_5819,7
img_5820,0
img_5821,0
img_5822,0
img_5823,0
img_5824,0
img_5825,19
img_5826,0
img_5827,10
img_5828,0
img_5829,0
img_5830,0
img_5831,7
img_5832,2
img_5833,10
img_5834,2
img_5835,1
img_5836,2
img_5837,0
img_5838,8
img_5839,6
img_5840,3
img_5841,2
img_5842,2
img_5843,1
img_5845,3
img_5846,4
img_5847,1
img_5848,3
img_5849,1
img_5850,0
img_5851,0
img_5852,5
img_5853,0
img_5854,2
img_5855,1
img_5856,5
img_5857,0
img_5858,13
img_5859,2
img_5860,7
img_5861,5
img_5862,0
img_5863,3
img_5864,7
img_5865,3
img_5866,1
img_5867,7
img_5868,3
img_5869,1
img_5870,8
img_5871,1
img_5872,0
img_5873,3
img_5874,6
img_5875,29
img_5876,9
img_5877,9
img_5878,5
img_5879,1
img_5880,0
img_5881,0
img_5882,2
img_5883,1
img_5884,4
img_5885,1
img_5886,1
img_5887,3
img_5888,3
img_5889,0
img_5890,1
img_5891,3
img_5892,0
img_5893,0
img_5894,2
img_5895,2
img_5896,0
img_5897,19
img_5898,13
img_5899,1
img_5900,0
img_5901,1
img_5902,1
img_5903,6
img_5904,6
img_5905,6
img_5906,2
img_5907,2
img_5908,3
img_5909,8
img_5910,4
img_5911,0
img_5912,0
img_5913,2
img_5914,5
img_5915,2
img_5916,9
img_5917,2
img_5918,1
img_5919,0
img_5920,42
img_5921,3
img_5922,11
img_5923,0
img_5924,7
img_5925,3
img_5926,0
img_5927,1
img_5928,0
img_5929,1
img_5930,1
img_5931,1
img_5932,1
img_5933,0
img_5934,0
img_5935,0
img_5936,3
img_5937,8
img_5938,1
img_5939,7
img_5940,6
img_5941,1
img_5942,1
img_5943,14
img_5944,0
img_5945,5
img_5946,1
img_5947,1
img_5948,4
img_5949,1
img_5950,0
img_5951,5
img_5952,10
img_5953,0
img_5954,3
img_5955,1
img_5956,6
img_5957,8
img_5958,15
img_5959,0
img_5960,0
img_5961,7
img_5962,3
img_5963,1
img_5964,5
img_5965,4
img_5966,2
img_5967,6
img_5968,1
img_5969,2
img_5970,10
img_5971,6
img_5972,1
img_5973,4
img_5974,5
img_5975,5
img_5976,6
img_5977,1
img_5978,1
img_5979,2
img_5980,4
img_5981,0
img_5982,0
img_5983,18
img_5984,1
img_5985,0
img_5986,1
img_5987,0
img_5988,2
img_5989,3
img_5990,12
img_5991,0
img_5992,2
img_5993,8
img_5994,1
img_5995,12
img_5996,7
img_5997,34
img_5998,4
img_5999,6
img_6000,0
img_6001,14
img_6002,2
img_6003,1
img_6004,5
img_6005,2
img_6006,1
img_6007,2
img_6008,3
img_6009,2
img_6010,1
img_6011,13
img_6012,8
img_6013,8
img_6014,1
img_6015,0
img_6016,27
img_6017,4
img_6018,5
img_6019,0
img_6020,16
img_6021,3
img_6022,2
img_6023,5
img_6024,0
img_6025,1
img_6026,0
img_6027,0
img_6028,6
img_6029,1
img_6030,4
img_6031,1
img_6032,1
img_6033,0
img_6034,3
img_6035,15
img_6036,1
img_6037,0
img_6038,1
img_6039,4
img_6040,8
img_6041,0
img_6042,3
img_6043,4
img_6044,25
img_6045,1
img_6046,2
img_6047,0
img_6048,2
img_6049,1
img_6050,0
img_6051,3
img_6052,4
img_6053,0
img_6054,2
img_6055,0
img_6056,6
img_6057,4
img_6058,4
img_6059,0
img_6060,5
img_6061,2
img_6062,35
img_6063,2
img_6064,14
img_6065,1
img_6066,11
img_6067,3
img_6068,1
img_6070,0
img_6071,0
img_6072,2
img_6073,0
img_6074,1
img_6075,4
img_6076,6
img_6077,0
img_6078,1
img_6079,4
img_6080,3
img_6081,1
img_6082,0
img_6083,3
img_6084,7
img_6085,15
img_6086,1
img_6087,0
img_6088,3
img_6089,0
img_6090,2
img_6091,1
img_6092,0
img_6093,4
img_6094,2
img_6095,0
img_6096,27
img_6097,6
img_6098,1
img_6099,4
img_6100,1
img_6101,6
img_6102,3
img_6103,0
img_6104,3
img_6105,0
img_6106,13
img_6107,0
img_6108,0
img_6109,10
img_6110,0
img_6111,0
img_6112,1
img_6113,1
img_6114,7
img_6115,2
img_6116,37
img_6117,0
img_6118,0
img_6119,1
img_6120,1
img_6121,8
img_6122,0
img_6123,0
img_6124,2
img_6125,4
img_6126,1
img_6127,3
img_6128,18
img_6129,0
img_6130,1
img_6131,0
img_6132,2
img_6133,0
img_6134,4
img_6135,5
img_6136,1
img_6137,3
img_6138,3
img_6139,1
img_6140,6
img_6141,3
img_6142,2
img_6143,1
img_6144,1
img_6145,3
img_6146,12
img_6147,2
img_6148,0
img_6149,1
img_6150,1
img_6151,3
img_6152,5
img_6153,4
img_6154,0
img_6155,2
img_6156,0
img_6157,0
img_6158,1
img_6159,3
img_6160,1
img_6161,1
img_6162,1
img_6163,0
img_6164,1
img_6166,1
img_6167,2
img_6168,0
img_6169,4
img_6170,9
img_6171,10
img_6172,12
img_6173,0
img_6174,2
img_6175,3
img_6176,1
img_6177,2
img_6178,1
img_6179,3
img_6180,0
img_6181,1
img_6182,0
img_6183,0
img_6184,2
img_6185,1
img_6186,8
img_6187,2
img_6188,9
img_6189,0
img_6190,0
img_6192,0
img_6193,0
img_6194,0
img_6195,5
img_6196,2
img_6197,2
img_6198,0
img_6199,0
img_6200,6
img_6201,3
img_6202,0
img_6203,3
img_6204,0
img_6205,0
img_6206,6
img_6207,4
img_6208,0
img_6209,4
img_6210,2
img_6211,1
img_6212,0
img_6213,0
img_6214,1
img_6215,0
img_6216,0
img_6217,1
img_6218,0
img_6219,3
img_6220,1
img_6221,12
img_6222,2
img_6223,2
img_6224,2
img_6225,10
img_6226,1
img_6227,9
img_6228,2
img_6229,24
img_6230,3
img_6231,0
img_6232,1
img_6233,0
img_6234,0
img_6235,2
img_6236,12
img_6237,0
img_6238,1
img_6239,2
img_6240,1
img_6241,15
img_6242,16
img_6243,1
img_6244,2
img_6246,0
img_6247,1
img_6248,1
img_6249,0
img_6250,7
img_6251,27
img_6252,3
img_6253,1
img_6254,1
img_6255,0
img_6256,12
img_6257,0
img_6258,0
img_6259,0
img_6260,1
img_6261,4
img_6262,0
img_6263,0
img_6264,7
img_6265,0
img_6266,0
img_6267,0
img_6268,0
img_6269,1
img_6270,1
img_6271,0
img_6272,3
img_6273,6
img_6274,1
img_6275,0
img_6276,6
img_6277,0
img_6278,2
img_6279,3
img_6280,1
img_6281,3
img_6282,1
img_6283,5
img_6284,6
img_6285,0
img_6286,1
img_6287,1
img_6288,0
